ID	Label	PrefLabel	Obsoleted By	Obsolete	Entity Type	TYPE	Synonyms	Cluster_ID	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Comment	Aliases	Rank
PCL:0011571	obsolete RNAseq 071 - CS202002013_71	obsolete L5 ET_2	PCL_INDV:CS202002013_71	true	PCL:0010001	owl:NamedIndividual	L5 ET_2|L5 PT_2	CS202002013_71	L5 ET_2	L5 ET_2	RNAseq 071	L5 ET_2	L5 PT_2	Zizhen Yao|Nikolas Jorstad	PMID:34616066|PMID:34616062	"{""cell_set_preferred_alias"": ""L5 ET_2"", ""original_label"": ""L5 ET_2"", ""cell_set_label"": ""RNAseq 071"", ""cell_set_accession"": ""CS202002013_71"", ""cell_set_aligned_alias"": ""L5 ET_2"", ""cell_set_additional_aliases"": ""L5 PT_2"", ""cell_set_alias_assignee"": ""Zizhen Yao|Nikolas Jorstad"", ""cell_set_alias_citation"": ""PMID:34616066|PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#0B77A5""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Non-MY-projecting L5 ET	Cell Type
PCL:0011572	obsolete RNAseq 072 - CS202002013_72	obsolete L5 ET_3	PCL_INDV:CS202002013_72	true	PCL:0010001	owl:NamedIndividual	L5 PT_3	CS202002013_72	L5 ET_3	L5 ET_3	RNAseq 072		L5 PT_3	Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""L5 ET_3"", ""original_label"": ""L5 ET_3"", ""cell_set_label"": ""RNAseq 072"", ""cell_set_accession"": ""CS202002013_72"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": ""L5 PT_3"", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#0B8AA5""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Non-MY-projecting L5 ET|L5 ET_C1	Cell Type
PCL:0011573	obsolete RNAseq 073 - CS202002013_73	obsolete L5 ET_4	PCL_INDV:CS202002013_73	true	PCL:0010001	owl:NamedIndividual	L5 PT_4	CS202002013_73	L5 ET_4	L5 ET_4	RNAseq 073		L5 PT_4	Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""L5 ET_4"", ""original_label"": ""L5 ET_4"", ""cell_set_label"": ""RNAseq 073"", ""cell_set_accession"": ""CS202002013_73"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": ""L5 PT_4"", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#0A75B1""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Non-MY-projecting L5 ET|L5 ET_C1	Cell Type
PCL:0011574	obsolete RNAseq 074 - CS202002013_74	obsolete L5/6 NP CT	PCL_INDV:CS202002013_74	true	PCL:0010001	owl:NamedIndividual	L5 IT_3	CS202002013_74	L5/6 NP CT	L5/6 NP CT	RNAseq 074	L5 IT_3		Zizhen Yao|Nikolas Jorstad	PMID:34616066|PMID:34616062	"{""cell_set_preferred_alias"": ""L5/6 NP CT"", ""original_label"": ""L5/6 NP CT"", ""cell_set_label"": ""RNAseq 074"", ""cell_set_accession"": ""CS202002013_74"", ""cell_set_aligned_alias"": ""L5 IT_3"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao|Nikolas Jorstad"", ""cell_set_alias_citation"": ""PMID:34616066|PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#1AAB99""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.		Cell Type
PCL:0011575	obsolete RNAseq 075 - CS202002013_75	obsolete L6 CT Gpr139	PCL_INDV:CS202002013_75	true	PCL:0010001	owl:NamedIndividual		CS202002013_75	L6 CT Gpr139	L6 CT Gpr139	RNAseq 075			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""L6 CT Gpr139"", ""original_label"": ""L6 CT Gpr139"", ""cell_set_label"": ""RNAseq 075"", ""cell_set_accession"": ""CS202002013_75"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#168577""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	L6 CT_C1	Cell Type
PCL:0011576	obsolete RNAseq 076 - CS202002013_76	obsolete L6 CT Cpa6	PCL_INDV:CS202002013_76	true	PCL:0010001	owl:NamedIndividual	L6 CT_2	CS202002013_76	L6 CT Cpa6	L6 CT Cpa6	RNAseq 076	L6 CT_2		Zizhen Yao|Nikolas Jorstad	PMID:34616066|PMID:34616062	"{""cell_set_preferred_alias"": ""L6 CT Cpa6"", ""original_label"": ""L6 CT Cpa6"", ""cell_set_label"": ""RNAseq 076"", ""cell_set_accession"": ""CS202002013_76"", ""cell_set_aligned_alias"": ""L6 CT_2"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao|Nikolas Jorstad"", ""cell_set_alias_citation"": ""PMID:34616066|PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#338C5E""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	L6 CT_2	Cell Type
PCL:0011577	obsolete RNAseq 077 - CS202002013_77	obsolete L6 CT Grp	PCL_INDV:CS202002013_77	true	PCL:0010001	owl:NamedIndividual		CS202002013_77	L6 CT Grp	L6 CT Grp	RNAseq 077			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""L6 CT Grp"", ""original_label"": ""L6 CT Grp"", ""cell_set_label"": ""RNAseq 077"", ""cell_set_accession"": ""CS202002013_77"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#2FBCE5""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	L6 CT_C1	Cell Type
PCL:0011578	obsolete RNAseq 078 - CS202002013_78	obsolete L6 CT Pou3f2	PCL_INDV:CS202002013_78	true	PCL:0010001	owl:NamedIndividual		CS202002013_78	L6 CT Pou3f2	L6 CT Pou3f2	RNAseq 078			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""L6 CT Pou3f2"", ""original_label"": ""L6 CT Pou3f2"", ""cell_set_label"": ""RNAseq 078"", ""cell_set_accession"": ""CS202002013_78"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#3E766C""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	L6 CT_C1	Cell Type
PCL:0011579	obsolete RNAseq 079 - CS202002013_79	obsolete L6 CT Kit_1	PCL_INDV:CS202002013_79	true	PCL:0010001	owl:NamedIndividual		CS202002013_79	L6 CT Kit_1	L6 CT Kit_1	RNAseq 079			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""L6 CT Kit_1"", ""original_label"": ""L6 CT Kit_1"", ""cell_set_label"": ""RNAseq 079"", ""cell_set_accession"": ""CS202002013_79"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#516B78""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	L6 CT_C1	Cell Type
PCL:0011580	obsolete RNAseq 080 - CS202002013_80	obsolete L6 CT Kit_2	PCL_INDV:CS202002013_80	true	PCL:0010001	owl:NamedIndividual		CS202002013_80	L6 CT Kit_2	L6 CT Kit_2	RNAseq 080			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""L6 CT Kit_2"", ""original_label"": ""L6 CT Kit_2"", ""cell_set_label"": ""RNAseq 080"", ""cell_set_accession"": ""CS202002013_80"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#557361""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	L6 CT_C1	Cell Type
PCL:0011581	obsolete RNAseq 081 - CS202002013_81	obsolete L6b Col6a1	PCL_INDV:CS202002013_81	true	PCL:0010001	owl:NamedIndividual		CS202002013_81	L6b Col6a1	L6b Col6a1	RNAseq 081			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""L6b Col6a1"", ""original_label"": ""L6b Col6a1"", ""cell_set_label"": ""RNAseq 081"", ""cell_set_accession"": ""CS202002013_81"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#69419D""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	L6 CT_C1	Cell Type
PCL:0011582	obsolete RNAseq 082 - CS202002013_82	obsolete L6b Shisa6_1	PCL_INDV:CS202002013_82	true	PCL:0010001	owl:NamedIndividual		CS202002013_82	L6b Shisa6_1	L6b Shisa6_1	RNAseq 082			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""L6b Shisa6_1"", ""original_label"": ""L6b Shisa6_1"", ""cell_set_label"": ""RNAseq 082"", ""cell_set_accession"": ""CS202002013_82"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#46306A""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.		Cell Type
PCL:0011583	obsolete RNAseq 083 - CS202002013_83	obsolete L6b Shisa6_2	PCL_INDV:CS202002013_83	true	PCL:0010001	owl:NamedIndividual		CS202002013_83	L6b Shisa6_2	L6b Shisa6_2	RNAseq 083			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""L6b Shisa6_2"", ""original_label"": ""L6b Shisa6_2"", ""cell_set_label"": ""RNAseq 083"", ""cell_set_accession"": ""CS202002013_83"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#464576""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.		Cell Type
PCL:0011584	obsolete RNAseq 084 - CS202002013_84	obsolete L6b Ror1	PCL_INDV:CS202002013_84	true	PCL:0010001	owl:NamedIndividual		CS202002013_84	L6b Ror1	L6b Ror1	RNAseq 084			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""L6b Ror1"", ""original_label"": ""L6b Ror1"", ""cell_set_label"": ""RNAseq 084"", ""cell_set_accession"": ""CS202002013_84"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#7044AA""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.		Cell Type
PCL:0011585	obsolete RNAseq 085 - CS202002013_85	obsolete L6b Kcnip1	PCL_INDV:CS202002013_85	true	PCL:0010001	owl:NamedIndividual		CS202002013_85	L6b Kcnip1	L6b Kcnip1	RNAseq 085			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""L6b Kcnip1"", ""original_label"": ""L6b Kcnip1"", ""cell_set_label"": ""RNAseq 085"", ""cell_set_accession"": ""CS202002013_85"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#573D90""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.		Cell Type
PCL:0011586	obsolete RNAseq 086 - CS202002013_86	obsolete L5/6 NP_1	PCL_INDV:CS202002013_86	true	PCL:0010001	owl:NamedIndividual		CS202002013_86	L5/6 NP_1	L5/6 NP_1	RNAseq 086			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""L5/6 NP_1"", ""original_label"": ""L5/6 NP_1"", ""cell_set_label"": ""RNAseq 086"", ""cell_set_accession"": ""CS202002013_86"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#48CB80""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.		Cell Type
PCL:0011587	obsolete RNAseq 087 - CS202002013_87	obsolete L5/6 NP_2	PCL_INDV:CS202002013_87	true	PCL:0010001	owl:NamedIndividual		CS202002013_87	L5/6 NP_2	L5/6 NP_2	RNAseq 087			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""L5/6 NP_2"", ""original_label"": ""L5/6 NP_2"", ""cell_set_label"": ""RNAseq 087"", ""cell_set_accession"": ""CS202002013_87"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#3C78BC""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.		Cell Type
PCL:0011588	obsolete RNAseq 088 - CS202002013_88	obsolete L5/6 NP_3	PCL_INDV:CS202002013_88	true	PCL:0010001	owl:NamedIndividual		CS202002013_88	L5/6 NP_3	L5/6 NP_3	RNAseq 088			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""L5/6 NP_3"", ""original_label"": ""L5/6 NP_3"", ""cell_set_label"": ""RNAseq 088"", ""cell_set_accession"": ""CS202002013_88"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#47867A""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.		Cell Type
PCL:0011589	obsolete RNAseq 089 - CS202002013_89	obsolete Meis2 (cluster)	PCL_INDV:CS202002013_89	true	PCL:0010001	owl:NamedIndividual		CS202002013_89	Meis2 (cluster)	Meis2	RNAseq 089			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""Meis2 (cluster)"", ""original_label"": ""Meis2"", ""cell_set_label"": ""RNAseq 089"", ""cell_set_accession"": ""CS202002013_89"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#C60C0F""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.		Cell Type
PCL:0011590	obsolete RNAseq 090 - CS202002013_90	obsolete Meis2_Top2a	PCL_INDV:CS202002013_90	true	PCL:0010001	owl:NamedIndividual		CS202002013_90	Meis2_Top2a	Meis2_Top2a	RNAseq 090			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""Meis2_Top2a"", ""original_label"": ""Meis2_Top2a"", ""cell_set_label"": ""RNAseq 090"", ""cell_set_accession"": ""CS202002013_90"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#931010""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.		Cell Type
PCL:0011591	obsolete RNAseq 091 - CS202002013_91	obsolete OPC Pdgfra	PCL_INDV:CS202002013_91	true	PCL:0010001	owl:NamedIndividual	OPC|OPC	CS202002013_91	OPC Pdgfra	OPC Pdgfra	RNAseq 091	OPC	OPC	Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""OPC Pdgfra"", ""original_label"": ""OPC Pdgfra"", ""cell_set_label"": ""RNAseq 091"", ""cell_set_accession"": ""CS202002013_91"", ""cell_set_aligned_alias"": ""OPC"", ""cell_set_additional_aliases"": ""OPC"", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type,Subclass"", ""cell_set_color"": ""#2E3E39""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.		Cell Type|Subclass
PCL:0011592	obsolete RNAseq 092 - CS202002013_92	obsolete Astro_Top2a	PCL_INDV:CS202002013_92	true	PCL:0010001	owl:NamedIndividual		CS202002013_92	Astro_Top2a	Astro_Top2a	RNAseq 092			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""Astro_Top2a"", ""original_label"": ""Astro_Top2a"", ""cell_set_label"": ""RNAseq 092"", ""cell_set_accession"": ""CS202002013_92"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#332F26""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.		Cell Type
PCL:0011593	obsolete RNAseq 093 - CS202002013_93	obsolete Astro Aqp4_Gfap	PCL_INDV:CS202002013_93	true	PCL:0010001	owl:NamedIndividual		CS202002013_93	Astro Aqp4_Gfap	Astro Aqp4_Gfap	RNAseq 093			Zizhen Yao	PMID:34616066	"{""cell_set_preferred_alias"": ""Astro Aqp4_Gfap"", ""original_label"": ""Astro Aqp4_Gfap"", ""cell_set_label"": ""RNAseq 093"", ""cell_set_accession"": ""CS202002013_93"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Zizhen Yao"", ""cell_set_alias_citation"": ""PMID:34616066"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Mouse"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN202002013"", ""taxonomy_description"": ""Mouse MOp BICCN taxonomy using multiple RNA-Seq datasets "", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""cell_set_color"": ""#5A503F""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Astro_C1	Cell Type
