ID	TYPE	NAME	SYNONYMS
ensembl:ENSMUSG00000105153	SO:0000704	Gm3143 (Mmus)	
ensembl:ENSMUSG00000106519	SO:0000704	Gm38509 (Mmus)	Peril|lincRNA-Sox2|Peril transcript
ensembl:ENSMUSG00000114832	SO:0000704	Gm21388 (Mmus)	
ensembl:ENSMUSG00000105651	SO:0000704	1700017M07Rik (Mmus)	Gm43003
ensembl:ENSMUSG00000105662	SO:0000704	Gm6639 (Mmus)	
ensembl:ENSMUSG00000037400	SO:0000704	Atp11b (Mmus)	ATPIR|probable phospholipid-transporting ATPase IF|mKIAA0956|ATPIF|1110019I14Rik|phospholipid-transporting ATPase IF|P4-ATPase flippase complex alpha subunit ATP11B
ensembl:ENSMUSG00000027708	SO:0000704	Dcun1d1 (Mmus)	testis derived transcript 3|Tes3|DCUN1 domain-containing protein 1|DCN1-like protein 1|DCNL1|defective in cullin neddylation protein 1-like protein 1|SCCRO|testis-specific protein 3|Rp42|pTes3
ensembl:ENSMUSG00000085655	SO:0000704	Gm15952 (Mmus)	
ensembl:ENSMUSG00000027709	SO:0000704	Mccc1 (Mmus)	2310058B18Rik|3-methylcrotonyl-CoA:carbon dioxide ligase subunit alpha|MCCase subunit alpha|R75106|1810045E08Rik|3-methylcrotonyl-CoA carboxylase biotin-containing subunit|3-methylcrotonyl-CoA carboxylase 1|MCCalpha|Mcca|methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial
ensembl:ENSMUSG00000086392	SO:0000704	Mccc1os (Mmus)	A330050B17Rik
ensembl:ENSMUSG00000047696	SO:0000704	Ccdc144b (Mmus)	coiled-coil domain containing 144B
ensembl:ENSMUSG00000027710	SO:0000704	Acad9 (Mmus)	NPD002|C630012L17Rik|very-long-chain acyl-CoA dehydrogenase VLCAD homolog|complex I assembly factor ACAD9, mitochondrial|2600017P15Rik|4732402K02|acyl-CoA dehydrogenase family member 9, mitochondrial
ensembl:ENSMUSG00000105055	SO:0000704	Gm43079 (Mmus)	
ensembl:ENSMUSG00000033883	SO:0000704	D3Ertd254e (Mmus)	D3Ertd254e|uncharacterized protein LOC241944
ensembl:ENSMUSG00000058400	SO:0000704	Qrfpr (Mmus)	pyroglutamylated RF-amide peptide receptor|QRFP receptor|SP9155|Gpr103|AQ27|orexigenic neuropeptide QRFP receptor|G protein-coupled receptor 103
ensembl:ENSMUSG00000104568	SO:0000704	Gm43255 (Mmus)	
ensembl:ENSMUSG00000106140	SO:0000704	Gm42208 (Mmus)	
ensembl:ENSMUSG00000027712	SO:0000704	Anxa5 (Mmus)	VAC-alpha|annexin V|thromboplastin inhibitor|CPB-I|annexin-5|placental anticoagulant protein 4|CBP-I|endonexin II|PAP-I|R74653|placental anticoagulant protein I|calphobindin I|vascular anticoagulant-alpha|anchorin CII|Anx5|lipocortin V|PP4|annexin A5
ensembl:ENSMUSG00000027713	SO:0000704	1810062G17Rik (Mmus)	uncharacterized protein LOC72282
ensembl:ENSMUSG00000085320	SO:0000704	Gm11548 (Mmus)	E330009D11
ensembl:ENSMUSG00000085007	SO:0000704	Gm11549 (Mmus)	Gm11549|small integral membrane protein 43
ensembl:ENSMUSG00000027714	SO:0000704	Exosc9 (Mmus)	RRP45|autoantigen PM/Scl 1|exosome complex component RRP45|p6|exosome complex exonuclease RRP45|polymyositis/scleroderma autoantigen 1|polymyositis/scleroderma autoantigen 75 kDa|Pmscl1|PM/Scl-75|p5|P75 polymyositis-scleroderma overlap syndrome-associated autoantigen
ensembl:ENSMUSG00000027715	SO:0000704	Ccna2 (Mmus)	Ccn-1|Cyclin A2 (Cyclin A)|Ccn1|AA408589|Cyca|cyclin-A2|cyclin-A|Ccna|CycA2
ensembl:ENSMUSG00000037325	SO:0000704	Bbs7 (Mmus)	Bardet-Biedl syndrome 7 protein homolog|8430406N16Rik|BBS2-like protein 1
ensembl:ENSMUSG00000027716	SO:0000704	Trpc3 (Mmus)	Mwk|TRP-3|receptor-activated cation channel TRP3|Trcp3|Trrp3|short transient receptor potential channel 3|trp-related protein 3|Trp3|mTrp3|transient receptor protein 3
ensembl:ENSMUSG00000037270	SO:0000704	4932438A13Rik (Mmus)	FSA|D630029K19Rik|fragile site-associated protein homolog|4732443H21|Tweek|B830039D19Rik|transmembrane protein KIAA1109|Kiaa1109
ensembl:ENSMUSG00000086090	SO:0000704	Gm12531 (Mmus)	
ensembl:ENSMUSG00000027719	SO:0000704	Adad1 (Mmus)	testis nuclear RNA binding protein|adenosine deaminase domain-containing protein 1|Tenr
ensembl:ENSMUSG00000027720	SO:0000704	Il2 (Mmus)	T-cell growth factor|Il-2|interleukin-2|TCGF
ensembl:ENSMUSG00000084754	SO:0000704	Gm12532 (Mmus)	
ensembl:ENSMUSG00000027718	SO:0000704	Il21 (Mmus)	IL-21|interleukin-21
ensembl:ENSMUSG00000086517	SO:0000704	Gm12534 (Mmus)	
ensembl:ENSMUSG00000045031	SO:0000704	Cetn4 (Mmus)	centrin4|centrin-4
ensembl:ENSMUSG00000051444	SO:0000704	Bbs12 (Mmus)	Gm721|Bardet-Biedl syndrome 12 protein homolog|Gm1805|Gm407
ensembl:ENSMUSG00000054779	SO:0000704	Fgf2os (Mmus)	
ensembl:ENSMUSG00000037225	SO:0000704	Fgf2 (Mmus)	Fgf2a|HBGF-2|fibroblast growth factor 2|fibroblast growth factor 2a|heparin-binding growth factor 2|bFGF|basic fibroblast growth factor|Fgfb|Fgf-2
ensembl:ENSMUSG00000050174	SO:0000704	Nudt6 (Mmus)	Asfgf2b|antisense basic fibroblast growth factor B|nucleoside diphosphate-linked moiety X motif 6|nudix motif 6
ensembl:ENSMUSG00000027722	SO:0000704	Spata5 (Mmus)	Spaf|spermatogenesis-associated factor protein|2510048F20Rik|C78064|spermatogenesis-associated protein 5|ATPase family protein 2 homolog
ensembl:ENSMUSG00000085677	SO:0000704	4930594O21Rik (Mmus)	
ensembl:ENSMUSG00000037211	SO:0000704	Spry1 (Mmus)	sprouty homolog 1|inhibitor of receptor tyrosine kinases|spry-1|protein sprouty homolog 1|sprouty1
ensembl:ENSMUSG00000058174	SO:0000704	Gm5148 (Mmus)	uncharacterized protein LOC381438|EG381438
ensembl:ENSMUSG00000106441	SO:0000704	Gm42921 (Mmus)	
ensembl:ENSMUSG00000106461	SO:0000704	Gm20755 (Mmus)	
ensembl:ENSMUSG00000105219	SO:0000704	Gm43821 (Mmus)	
ensembl:ENSMUSG00000106002	SO:0000704	5430434I15Rik (Mmus)	
ensembl:ENSMUSG00000106008	SO:0000704	Gm42920 (Mmus)	
ensembl:ENSMUSG00000105516	SO:0000704	Gm36823 (Mmus)	
ensembl:ENSMUSG00000044864	SO:0000704	Ankrd50 (Mmus)	AI662170|mKIAA3019|mKIAA1223|ankyrin repeat domain-containing protein 50|E430012K20Rik|ankrin repeat domain 50
ensembl:ENSMUSG00000106168	SO:0000704	Gm43538 (Mmus)	
ensembl:ENSMUSG00000086181	SO:0000704	C230034O21Rik (Mmus)	
ensembl:ENSMUSG00000046743	SO:0000704	Fat4 (Mmus)	6030410K14Rik|FAT tumor suppressor homolog 4|protocadherin Fat 4|9430004M15|fat-like cadherin protein FAT-J
ensembl:ENSMUSG00000105910	SO:0000704	Gm43539 (Mmus)	
ensembl:ENSMUSG00000037884	SO:0000704	1700017G19Rik (Mmus)	
ensembl:ENSMUSG00000060798	SO:0000704	Intu (Mmus)	9430087H23Rik|Pdzd6|protein inturned|inturned planar cell polarity effector homolog|9230116I04Rik|mKIAA1284|Pdzk6|PDZ domain-containing protein 6
ensembl:ENSMUSG00000069041	SO:0000704	Slc25a31 (Mmus)	solute carrier family 25 member 31|ANT 4|adenine nucleotide translocase 4|sperm flagellar energy carrier protein|1700034J06Rik|ADP,ATP carrier protein 4|adenine nucleotide translocator 4|Ant4|ADP/ATP translocase 4|Sfec
ensembl:ENSMUSG00000025757	SO:0000704	Hspa4l (Mmus)	AI461691|Osp94|APG-1|heat shock 70-related protein APG-1|heat shock 70kDa protein 4 like|osmotic stress protein 94|heat shock 70 kDa protein 4L|94kDa
ensembl:ENSMUSG00000025758	SO:0000704	Plk4 (Mmus)	PLK-4|serine/threonine-protein kinase PLK4|Stk18|serine/threonine-protein kinase Sak|serine/threonine-protein kinase 18|AI385771|Sak|1700028H20|serine/threonine kinase 18
ensembl:ENSMUSG00000025759	SO:0000704	Mfsd8 (Mmus)	AI836898|Cln7|2810423E13Rik|AV142426|major facilitator superfamily domain-containing protein 8
ensembl:ENSMUSG00000037818	SO:0000704	Abhd18 (Mmus)	2310068E01Rik|protein ABHD18|abhydrolase domain-containing protein 18|AI645591|3110057O12Rik|alpha/beta hydrolase domain-containing protein 18
ensembl:ENSMUSG00000074619	SO:0000704	1700034I23Rik (Mmus)	1700034I23Rik|FUN14 domain containing 2 pseudogene
ensembl:ENSMUSG00000025762	SO:0000704	Larp1b (Mmus)	Larp2|La ribonucleoprotein domain family, member 2|4933421B21Rik|AA690246|1700108L22Rik|la-related protein 1B
ensembl:ENSMUSG00000049940	SO:0000704	Pgrmc2 (Mmus)	5730409G06Rik|membrane-associated progesterone receptor component 2|PMBP|4631434O19Rik|progesterone membrane binding protein|DG6
ensembl:ENSMUSG00000105258	SO:0000704	Gm40038 (Mmus)	
ensembl:ENSMUSG00000106000	SO:0000704	Gm16508 (Mmus)	
ensembl:ENSMUSG00000105297	SO:0000704	1700052H01Rik (Mmus)	
ensembl:ENSMUSG00000105260	SO:0000704	Gm40040 (Mmus)	
ensembl:ENSMUSG00000097639	SO:0000704	Platr4 (Mmus)	C430002E04Rik
ensembl:ENSMUSG00000106223	SO:0000704	2400006E01Rik (Mmus)	
ensembl:ENSMUSG00000025764	SO:0000704	Jade1 (Mmus)	Jade1 PHD finger protein|AU041499|PHD finger protein 17|Phf17|D530048A03Rik|mKIAA1807|jade family PHD finger protein 1|protein Jade-1
ensembl:ENSMUSG00000103843	SO:0000704	Gm31266 (Mmus)	
ensembl:ENSMUSG00000059834	SO:0000704	Sclt1 (Mmus)	Tg(ACTB-sb10)1Dla|Tg(CAG-sb10)1Dla|sodium channel-associated protein 1|4931421F20Rik|sodium channel and clathrin linker 1|CAGGS-SB10|2610207F23Rik
ensembl:ENSMUSG00000025766	SO:0000704	D3Ertd751e (Mmus)	4930415G15Rik|2810009O15Rik|UPF0462 protein C4orf33 homolog
ensembl:ENSMUSG00000049100	SO:0000704	Pcdh10 (Mmus)	mKIAA1400|6430703F07Rik|protocadherin-10|OL-protocadherin|OL-pc|6430521D13Rik
ensembl:ENSMUSG00000100799	SO:0000704	1700027H10Rik (Mmus)	
ensembl:ENSMUSG00000090919	SO:0000704	Pabpc4l (Mmus)	C330050A14Rik|EG241989|polyadenylate-binding protein 4-like
ensembl:ENSMUSG00000037910	SO:0000704	1700018B24Rik (Mmus)	
ensembl:ENSMUSG00000102181	SO:0000704	Gm37190 (Mmus)	
ensembl:ENSMUSG00000102263	SO:0000704	Gm31415 (Mmus)	
ensembl:ENSMUSG00000102679	SO:0000704	Gm20557 (Mmus)	
ensembl:ENSMUSG00000037892	SO:0000704	Pcdh18 (Mmus)	3110038E07Rik|PCDH68L|protocadherin 18|BB095589
ensembl:ENSMUSG00000027737	SO:0000704	Slc7a11 (Mmus)	cystine/glutamate transporter|amino acid transport system xc-|sut|AI451155|xCT|solute carrier family 7 member 11|cysteine/glutamate transporter|9930009M05Rik|sodium independent anionic amino acid transport system
ensembl:ENSMUSG00000102892	SO:0000704	Gm37854 (Mmus)	
ensembl:ENSMUSG00000102067	SO:0000704	Gm29230 (Mmus)	
ensembl:ENSMUSG00000103464	SO:0000704	Gm38246 (Mmus)	
ensembl:ENSMUSG00000023087	SO:0000704	Noct (Mmus)	AU043840|CCR4 protein homolog|circadian deadenylase NOC|Ccr4|nocturnin|carbon catabolite repression 4 homolog|CCR4 carbon catabolite repression 4-like|Ccrn4l|carbon catabolite repression 4-like protein
ensembl:ENSMUSG00000037174	SO:0000704	Elf2 (Mmus)	NERF-1B|NERF|NERF-1A|A230104O07Rik|AW111824|EU32|ets domain transcription factor|ets family transcription factor ELF2A2|2610036A20Rik|ETS-related transcription factor Elf-2|BB183398|NERF-2
ensembl:ENSMUSG00000102544	SO:0000704	Gm5103 (Mmus)	
ensembl:ENSMUSG00000037161	SO:0000704	Mgarp (Mmus)	ovary-specific acidic protein|Qsap|Osap|CESP-1|hypoxia up-regulated mitochondrial movement regulator protein|HUMMR|protein MGARP|AI195347|4930583H14Rik|corneal endothelium-specific protein 1
ensembl:ENSMUSG00000037152	SO:0000704	Ndufc1 (Mmus)	KFYI|NADH-ubiquinone oxidoreductase KFYI subunit|complex I-KFYI|NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1|NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial|CI-KFYI|2310016K22Rik
ensembl:ENSMUSG00000063273	SO:0000704	Naa15 (Mmus)	mNAT1|N-alpha-acetyltransferase 15, NatA auxiliary subunit|N-terminal aceyltransferase 1|6330400I15|NMDA receptor-regulated protein 1|Narg1|NMDA receptor-regulated gene 1|protein tubedown-1|ASTBDN|tubedown|N-terminal acetyltransferase 1|5730450D16Rik|Tbdn-1
ensembl:ENSMUSG00000027739	SO:0000704	Rab33b (Mmus)	ras-related protein Rab-33B|RAB33B, member of RAS oncogene family
ensembl:ENSMUSG00000037111	SO:0000704	Setd7 (Mmus)	KMT7|H3-K4 methyltransferase|mKIAA1717|histone-lysine N-methyltransferase SETD7|H3K4MT|H3-K4-HMTase SETD7|histone H3-K4 methyltransferase SETD7|SET domain-containing protein 7|Set7|1600028F23Rik|Set7/9
ensembl:ENSMUSG00000074604	SO:0000704	Mgst2 (Mmus)	microsomal GST-II|MGST-II|microsomal glutathione S-transferase II|microsomal glutathione S-transferase 2|microsomal GST-2|leukotriene C4 synthase MGST2|GST2|glutathione peroxidase MGST2
ensembl:ENSMUSG00000061143	SO:0000704	Maml3 (Mmus)	AV234550|Mam-2|mKIAA1816|mastermind-2|mastermind-like protein 3|mastermind like 3|BC049812|mastermind-like 3
ensembl:ENSMUSG00000102539	SO:0000704	Gm37229 (Mmus)	
ensembl:ENSMUSG00000104161	SO:0000704	Gm20089 (Mmus)	
ensembl:ENSMUSG00000103655	SO:0000704	Gm37202 (Mmus)	
ensembl:ENSMUSG00000103726	SO:0000704	Gm30074 (Mmus)	
ensembl:ENSMUSG00000103170	SO:0000704	Gm37170 (Mmus)	
ensembl:ENSMUSG00000044167	SO:0000704	Foxo1 (Mmus)	forkhead in rhabdomyosarcoma|forkhead protein 1|Afxh|forkhead box protein O1A|FKHR|Fkhr1|Foxo1a|forkhead box protein O1|forkhead box O1a|AI876417
ensembl:ENSMUSG00000092405	SO:0000704	Gm20402 (Mmus)	
ensembl:ENSMUSG00000103965	SO:0000704	Gm30173 (Mmus)	
ensembl:ENSMUSG00000102785	SO:0000704	Gm2447 (Mmus)	100039832|A530017F20
ensembl:ENSMUSG00000104109	SO:0000704	Gm30292 (Mmus)	
ensembl:ENSMUSG00000104401	SO:0000704	Gm20750 (Mmus)	
ensembl:ENSMUSG00000027742	SO:0000704	Cog6 (Mmus)	conserved oligomeric Golgi complex subunit 6|mKIAA1134|4933405E16Rik|conserved oligomeric Golgi complex protein 6|COG complex subunit 6|AU018618
ensembl:ENSMUSG00000104850	SO:0000704	Gm42901 (Mmus)	
ensembl:ENSMUSG00000048332	SO:0000704	Lhfp (Mmus)	LHFPL tetraspan subfamily member 6 protein|Lhfpl6|2810489O06Rik|AI194968
ensembl:ENSMUSG00000104968	SO:0000704	Gm43803 (Mmus)	
ensembl:ENSMUSG00000042997	SO:0000704	Nhlrc3 (Mmus)	4833441N19|NHL repeat-containing protein 3|8030451K01Rik|mKIAA4083
ensembl:ENSMUSG00000085174	SO:0000704	Gm16206 (Mmus)	
ensembl:ENSMUSG00000049504	SO:0000704	Proser1 (Mmus)	9330161F11|2810046L04Rik|proline and serine-rich protein 1
ensembl:ENSMUSG00000027744	SO:0000704	Stoml3 (Mmus)	SLP3|SLP-3|sro|Epb7.2l|stomatin-related olfactory protein|stomatin-like protein 3|stomatin related olfactory protein SRO
ensembl:ENSMUSG00000037016	SO:0000704	Frem2 (Mmus)	ECM3 homolog|8430406N05Rik|my|b2b1562Clo|NV domain-containing protein 1|6030440P17Rik|FRAS1-related extracellular matrix protein 2|NV domain containing protein NV1|nv1|ne|Gm409
ensembl:ENSMUSG00000105168	SO:0000704	Gm30735 (Mmus)	
ensembl:ENSMUSG00000106270	SO:0000704	C820005J03Rik (Mmus)	
ensembl:ENSMUSG00000078742	SO:0000704	Gm10985 (Mmus)	
ensembl:ENSMUSG00000027746	SO:0000704	Ufm1 (Mmus)	AI132708|ubiquitin-fold modifier 1|Gm10726|AI463323|1810045K17Rik
ensembl:ENSMUSG00000106577	SO:0000704	Gm31026 (Mmus)	
ensembl:ENSMUSG00000027748	SO:0000704	Trpc4 (Mmus)	Trrp4|short transient receptor potential channel 4|STRPC4|capacitative calcium entry channel Trp4|transient receptor protein 4|CCE1|receptor-activated cation channel TRP4|putative capacitative calcium entry channel|Trp4
ensembl:ENSMUSG00000027750	SO:0000704	Postn (Mmus)	OSF-2|AI747096|periostin|osteoblast specific factor 2 (fasciclin I-like)|periostin-like factor|Osf2|osteoblast-specific factor 2|PN|PLF|A630052E07Rik
ensembl:ENSMUSG00000097599	SO:0000704	Gm26678 (Mmus)	
ensembl:ENSMUSG00000027751	SO:0000704	Supt20 (Mmus)	AI450544|p38IP|AA667204|transcription factor (p38 interacting protein)|transcription factor SPT20 homolog|Fam48a|p38-interacting protein|D3Ertd300e|protein FAM48A|family with sequence similarity 48, member A|Supt20h|suppressor of Ty 20
ensembl:ENSMUSG00000094487	SO:0000704	Gm21958 (Mmus)	
ensembl:ENSMUSG00000027752	SO:0000704	Exosc8 (Mmus)	CIP3|ribosomal RNA-processing protein 43|exosome complex component RRP43|exosome complex exonuclease RRP43|mKIAA4013|2310032N20Rik
ensembl:ENSMUSG00000036632	SO:0000704	Alg5 (Mmus)	Alg5 homolog|AV170001|2600005J22Rik|1500026A19Rik|AV009521|dolichyl-phosphate beta-glucosyltransferase|AW545564|asparagine-linked glycosylation 5 homolog (yeast, dolichyl-phosphate beta-glucosyltransferase)|asparagine-linked glycosylation protein 5 homolog|dolP-glucosyltransferase
ensembl:ENSMUSG00000027796	SO:0000704	Smad9 (Mmus)	mothers against decapentaplegic homolog 9|Madh9|Smad8|MADH6|MAD homolog 9|Madh8|mothers against DPP homolog 9
ensembl:ENSMUSG00000036615	SO:0000704	Rfxap (Mmus)	5730495K23Rik|RFX-associated protein|regulatory factor X-associated protein
ensembl:ENSMUSG00000056306	SO:0000704	Sertm1 (Mmus)	serine-rich and transmembrane domain-containing protein 1|6030405A18Rik
ensembl:ENSMUSG00000027793	SO:0000704	Ccna1 (Mmus)	cyclin-A1
ensembl:ENSMUSG00000106589	SO:0000704	4931419H13Rik (Mmus)	
ensembl:ENSMUSG00000036580	SO:0000704	Spg20 (Mmus)	SPARTIN|TAHCCP1|Spart|mKIAA0610|AI840044|C79168|spartin
ensembl:ENSMUSG00000048655	SO:0000704	Ccdc169 (Mmus)	coiled-coil domain-containing protein 169|A730037C10Rik
ensembl:ENSMUSG00000027794	SO:0000704	Sohlh2 (Mmus)	spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 2|4933406N12Rik|AI413378|Sosf2
ensembl:ENSMUSG00000027797	SO:0000704	Dclk1 (Mmus)	2810480F11Rik|Dcl|AI836758|Click-I|CLICK-I beta|mKIAA0369|Cpg16|doublecortin-like and CAM kinase-like 1|Dclk|serine/threonine-protein kinase DCLK1|doublecortin and calcium/calmodulin-dependent protein kinase-like 1|Dcamkl1|1700113D08Rik
ensembl:ENSMUSG00000105975	SO:0000704	Gm42609 (Mmus)	Gm40051|Gm42609
ensembl:ENSMUSG00000094962	SO:0000704	Gm21954 (Mmus)	
ensembl:ENSMUSG00000106334	SO:0000704	Gm43549 (Mmus)	
ensembl:ENSMUSG00000027799	SO:0000704	Nbea (Mmus)	Lyst2|mKIAA1544|neurobeachin|lysosomal trafficking regulator 2
ensembl:ENSMUSG00000056947	SO:0000704	Mab21l1 (Mmus)	putative nucleotidyltransferase MAB21L1|protein mab-21-like 1|AW047968
ensembl:ENSMUSG00000104677	SO:0000704	Gm43376 (Mmus)	
ensembl:ENSMUSG00000027800	SO:0000704	Tm4sf1 (Mmus)	tumor-associated antigen L6|12A8 target antigen|L6|membrane component, surface marker 1|L6 antigen|M3s1|membrane component chromosome 3 surface marker 1 homolog|transmembrane 4 L6 family member 1
ensembl:ENSMUSG00000027801	SO:0000704	Tm4sf4 (Mmus)	Iltmp|transmembrane 4 L6 family member 4
ensembl:ENSMUSG00000027803	SO:0000704	Wwtr1 (Mmus)	2610021I22Rik|transcriptional coactivator with PDZ-binding motif|2310058J06Rik|Taz|C78399|WW domain-containing transcription regulator protein 1
ensembl:ENSMUSG00000097339	SO:0000704	Gm26671 (Mmus)	
ensembl:ENSMUSG00000036513	SO:0000704	Commd2 (Mmus)	D3Ertd176e|COMM domain-containing protein 2|1190017G07Rik|AI047739|HSPC042
ensembl:ENSMUSG00000074591	SO:0000704	Ankub1 (Mmus)	protein ANKUB1|ankrin repeat and ubiquitin domain containing 1|Gm410
ensembl:ENSMUSG00000036503	SO:0000704	Rnf13 (Mmus)	E3 ubiquitin-protein ligase RNF13|2010001H16Rik|Rzf|RING-type E3 ubiquitin transferase RNF13
ensembl:ENSMUSG00000027805	SO:0000704	Pfn2 (Mmus)	
ensembl:ENSMUSG00000105003	SO:0000704	Gm40055 (Mmus)	
ensembl:ENSMUSG00000104586	SO:0000704	4921539H07Rik (Mmus)	
ensembl:ENSMUSG00000100666	SO:0000704	1700007F19Rik (Mmus)	
ensembl:ENSMUSG00000027806	SO:0000704	Tsc22d2 (Mmus)	TSC22 domain family 2|1810043J12Rik|5530402M19Rik|TSC22 domain family protein 2
ensembl:ENSMUSG00000027808	SO:0000704	Serp1 (Mmus)	stress-associated endoplasmic reticulum protein 1|D3Ucla1|ribosome-attached membrane protein 4|Ramp4|ribosome associated membrane protein 4
ensembl:ENSMUSG00000027810	SO:0000704	Eif2a (Mmus)	eukaryotic translation initiation factor 2A|D030048D22|eIF-2A|D3Ertd194e
ensembl:ENSMUSG00000075700	SO:0000704	Selenot (Mmus)	Selt|2810407C02Rik|thioredoxin reductase-like selenoprotein T|5730408P04Rik|thioredoxin reductase-like enzyme
ensembl:ENSMUSG00000070471	SO:0000704	Erich6 (Mmus)	glutamate-rich protein 6|family with sequence similarity 194, member A|Fam194a|4932431H17Rik|protein FAM194A
ensembl:ENSMUSG00000036432	SO:0000704	Siah2 (Mmus)	E3 ubiquitin-protein ligase SIAH2|mSiah2|RING-type E3 ubiquitin transferase SIAH2|seven in absentia homolog 2|Sinh2|siah-2|seven in absentia 2|AA415433
ensembl:ENSMUSG00000097725	SO:0000704	4930593A02Rik (Mmus)	4933440I01Rik
ensembl:ENSMUSG00000101860	SO:0000704	Mindy4b-ps (Mmus)	
ensembl:ENSMUSG00000043850	SO:0000704	Clrn1 (Mmus)	Usher syndrome 3A homolog|usher syndrome type-3 protein homolog|Ush3a|USH3|A130002D11Rik|clarin-1
ensembl:ENSMUSG00000105945	SO:0000704	Gm43570 (Mmus)	
ensembl:ENSMUSG00000056476	SO:0000704	Med12l (Mmus)	mediator of RNA polymerase II transcription, subunit 12 homolog-like|mediator of RNA polymerase II transcription subunit 12-like protein|TRALPUSH|no opposite paired repeat protein|A630079M02|A130035F20|AU044581|mediator complex subunit 12-like protein
ensembl:ENSMUSG00000050075	SO:0000704	Gpr171 (Mmus)	F730001G15Rik|A630006E05|probable G-protein coupled receptor 171|H963
ensembl:ENSMUSG00000036381	SO:0000704	P2ry14 (Mmus)	A330108O13Rik|P2Y purinoceptor 14|Gpr105|P2Y14|UDP-glucose receptor|G-protein coupled receptor 105
ensembl:ENSMUSG00000051431	SO:0000704	Gpr87 (Mmus)	G-protein coupled receptor 87
ensembl:ENSMUSG00000036362	SO:0000704	P2ry13 (Mmus)	2010001L06Rik|SP174|P2Y purinoceptor 13|GPR94|G protein-coupled receptor 68|GPCR1|P2Y13|P2yr13|purinergic receptor P2Y13|Gpr86|Vpurinergic receptor P2Y, G-protein coupled 13|G protein-coupled receptor 86
ensembl:ENSMUSG00000036353	SO:0000704	P2ry12 (Mmus)	P2Y12|2900079B22Rik|4921504D23Rik|P2Y purinoceptor 12
ensembl:ENSMUSG00000036334	SO:0000704	Igsf10 (Mmus)	immunoglobulin superfamily member 10|6530405F15Rik|AA409708|AA536958|AI414626|CMF608|Adlican2|9030224D03
ensembl:ENSMUSG00000103668	SO:0000704	Gm38186 (Mmus)	
ensembl:ENSMUSG00000090527	SO:0000704	Gm5538 (Mmus)	uncharacterized protein LOC433597|Gm5538
ensembl:ENSMUSG00000095522	SO:0000704	Gm8298 (Mmus)	Gm8298|EG666803|uncharacterized protein LOC666803
ensembl:ENSMUSG00000036951	SO:0000704	C130079G13Rik (Mmus)	C130079G13Rik|uncharacterized protein LOC229333
ensembl:ENSMUSG00000091376	SO:0000704	Aadacl2 (Mmus)	arylacetamide deacetylase like 2|EG639634
ensembl:ENSMUSG00000027761	SO:0000704	Aadac (Mmus)	5033417E09Rik|Aada|arylacetamide deacetylase (esterase)|AI265437|arylacetamide deacetylase
ensembl:ENSMUSG00000027762	SO:0000704	Sucnr1 (Mmus)	G protein-coupled receptor 91|succinate receptor 1|Gpr91
ensembl:ENSMUSG00000027763	SO:0000704	Mbnl1 (Mmus)	muscleblind-like protein 1|triplet-expansion RNA-binding protein|Mbnl|mKIAA0428|muscleblind-like 1
ensembl:ENSMUSG00000103587	SO:0000704	Gm38326 (Mmus)	
ensembl:ENSMUSG00000102564	SO:0000704	Gm37035 (Mmus)	
ensembl:ENSMUSG00000027765	SO:0000704	P2ry1 (Mmus)	P2y1r|ATP receptor|ADP receptor|P2Y1 receptor|P2Y purinoceptor 1|P2Y1
ensembl:ENSMUSG00000103473	SO:0000704	Gm37696 (Mmus)	
ensembl:ENSMUSG00000036894	SO:0000704	Rap2b (Mmus)	ras-related protein Rap-2b|4021402C18Rik|AA408554
ensembl:ENSMUSG00000053706	SO:0000704	B430305J03Rik (Mmus)	
ensembl:ENSMUSG00000103502	SO:0000704	9330121J05Rik (Mmus)	
ensembl:ENSMUSG00000036885	SO:0000704	Arhgef26 (Mmus)	4631416L12Rik|AW491953|AI303572|8430436L14Rik|rho guanine nucleotide exchange factor 26|SGEF|Src homology 3 domain-containing guanine nucleotide exchange factor
ensembl:ENSMUSG00000027770	SO:0000704	Dhx36 (Mmus)	ATP-dependent DNA/RNA helicase DHX36|MLE-like protein 1|AI452301|Ddx36|AU022184|mKIAA1488|2810407E23Rik|RNA helicase associated with AU-rich element ARE|DEAD/H box polypeptide 36|probable ATP-dependent RNA helicase DHX36|DEAH box protein 36|ATP-dependent RNA helicase DHX36
ensembl:ENSMUSG00000043441	SO:0000704	Gpr149 (Mmus)	9630018L10Rik|Ieda|G protein-coupled receptor PGR10|PGR10|probable G-protein coupled receptor 149|R35
ensembl:ENSMUSG00000027820	SO:0000704	Mme (Mmus)	SFE|C85356|atriopeptidase|CALLA|common acute lymphoblastic leukemia antigen|neprilysin|6030454K05Rik|enkephalinase|neutral endopeptidase 24.11|skin fibroblast elastase|CD10|NEP
ensembl:ENSMUSG00000104336	SO:0000704	Gm34240 (Mmus)	
ensembl:ENSMUSG00000103476	SO:0000704	Gm34302 (Mmus)	sarcoplasmic/endoplasmic reticulum calcium ATPase regulator DWORF|DWORF|SERCA regulator DWORF|Sarcoplasmic/endoplasmic reticulum calcium ATPase regulator DWORF|Gm34302
