ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Cluster_ID	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Exemplar_of	Comment	Aliases	Rank
PCL:0019595	RNAseq 02-07 - CS201912132_95	(Mouse Lamp5)-like	PCL:0010001	owl:NamedIndividual	PCL:0019611	Lamp5	CS201912132_95		(Mouse Lamp5)-like		RNAseq 02-07	Lamp5		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse Lamp5)-like"", ""cell_set_label"": ""RNAseq 02-07"", ""cell_set_accession"": ""CS201912132_95"", ""cell_set_aligned_alias"": ""Lamp5"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_2|CS201912132_3|CS201912132_4|CS201912132_5|CS201912132_6|CS201912132_7"", ""cell_type_card"": ""Subclass"", ""original_label"": """", ""cell_set_color"": ""#DA808C""}"	http://purl.obolibrary.org/obo/PCL_0019095	Lamp5 is: CGE/PoA-derived GABAergic subclass typically expressing Lamp5. In Marmoset primary motor cortex (CCN201912132), Lamp5 has 6 child types: Inh LAMP5 COL5A2, Inh LAMP5 TOX2, Inh LAMP5 TRPC6, Inh LAMP5 WWP1, Inh LAMP5 LOC108591196 and Inh PAX6 HMBOX1. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is KIT (F-beta = 0.726), based on the NS Forest method of marker gene selection. Lamp5 cells represent 0.134668129456939% of all GABAergic cells collected in the marmoset M1 10Xv3 dataset. Lamp5 cells have an average of 3559 genes detected, which is 7 more than the average for all GABAergic cells (3552).	Lamp5	Subclass
PCL:0019596	RNAseq 08-14 - CS201912132_96	(Mouse Sncg)-like	PCL:0010001	owl:NamedIndividual	PCL:0019648	Sncg	CS201912132_96		(Mouse Sncg)-like		RNAseq 08-14	Sncg		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse Sncg)-like"", ""cell_set_label"": ""RNAseq 08-14"", ""cell_set_accession"": ""CS201912132_96"", ""cell_set_aligned_alias"": ""Sncg"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_8|CS201912132_9|CS201912132_10|CS201912132_11|CS201912132_12|CS201912132_13|CS201912132_14"", ""cell_type_card"": ""Subclass"", ""original_label"": """", ""cell_set_color"": ""#D633FF""}"	http://purl.obolibrary.org/obo/PCL_0019096	Sncg is: CGE/PoA-derived GABAergic subclass typically expressing Sncg in mouse. In Marmoset primary motor cortex (CCN201912132), Sncg has 7 child types: Inh SNCG PLPPR1, Inh PAX6 ANKRD6, Inh VIP CYP19A1, Inh SNCG CNTN4, Inh PAX6 CDH4, Inh GAD1 PCP4 and Inh GAD1 LOC108589948. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is ADARB2 and CNR1 and LUZP2 (F-beta = 0.655), based on the NS Forest method of marker gene selection. Sncg cells represent 0.0877674163466813% of all GABAergic cells collected in the marmoset M1 10Xv3 dataset. Sncg cells have an average of 3330 genes detected, which is 222 less than the average for all GABAergic cells (3552).	Sncg	Subclass
PCL:0019597	RNAseq 15-25 - CS201912132_97	(Mouse Vip)-like	PCL:0010001	owl:NamedIndividual	PCL:0019647	Vip	CS201912132_97		(Mouse Vip)-like		RNAseq 15-25	Vip		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse Vip)-like"", ""cell_set_label"": ""RNAseq 15-25"", ""cell_set_accession"": ""CS201912132_97"", ""cell_set_aligned_alias"": ""Vip"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_15|CS201912132_16|CS201912132_17|CS201912132_18|CS201912132_19|CS201912132_20|CS201912132_21|CS201912132_22|CS201912132_23|CS201912132_24|CS201912132_25"", ""cell_type_card"": ""Subclass"", ""original_label"": """", ""cell_set_color"": ""#B864CC""}"	http://purl.obolibrary.org/obo/PCL_0019097	Vip is: CGE/PoA-derived GABAergic subclass typically expressing Vip. In Marmoset primary motor cortex (CCN201912132), Vip has 11 child types: Inh VIP THSD7B, Inh VIP LOC100397259, Inh GAD1 NPSR1, Inh SNCG LOC108587895, Inh VIP LOC108589153, Inh VIP FIGN, Inh VIP GPR149, Inh VIP LOC108588071, Inh VIP VAT1L, Inh VIP CIT and Inh VIP LOC108588539. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is LOC103791740 and LOC108588071 (F-beta = 0.746), based on the NS Forest method of marker gene selection. Vip cells represent 0.239897604680929% of all GABAergic cells collected in the marmoset M1 10Xv3 dataset. Vip cells have an average of 3183 genes detected, which is 369 less than the average for all GABAergic cells (3552).	Vip	Subclass
PCL:0019598	RNAseq 27-40, 47 - CS201912132_98	(Mouse Sst)-like	PCL:0010001	owl:NamedIndividual	PCL:0019661	Sst	CS201912132_98		(Mouse Sst)-like		RNAseq 27-40, 47	Sst		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse Sst)-like"", ""cell_set_label"": ""RNAseq 27-40, 47"", ""cell_set_accession"": ""CS201912132_98"", ""cell_set_aligned_alias"": ""Sst"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_27|CS201912132_28|CS201912132_29|CS201912132_30|CS201912132_31|CS201912132_32|CS201912132_33|CS201912132_34|CS201912132_35|CS201912132_36|CS201912132_37|CS201912132_38|CS201912132_39|CS201912132_40|CS201912132_47"", ""cell_type_card"": ""Subclass"", ""original_label"": """", ""cell_set_color"": ""#FF9900""}"	http://purl.obolibrary.org/obo/PCL_0019098	Sst is: MGE-derived GABAergic subclass typically expressing Sst. In Marmoset primary motor cortex (CCN201912132), Sst has 15 child types: Inh SST LOC108589054, Inh SST LOC108588801, Inh SST LOC103788138, Inh SST MPP5, Inh SST KIRREL3, Inh SST LOC103788660, Inh SST CBLN4, Inh SST ABI3BP, Inh SST TMEFF2, Inh SST P4HA1, Inh SST LTBP1, Inh SST AIM1, Inh SST VAPA, Inh SST PCSK5 and Inh PVALB SST LRRC6. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is ABI3BP and NXPH1 (F-beta = 0.778), based on the NS Forest method of marker gene selection. Sst cells represent 0.288809654415798% of all GABAergic cells collected in the marmoset M1 10Xv3 dataset. Sst cells have an average of 3298 genes detected, which is 254 less than the average for all GABAergic cells (3552).	Sst	Subclass
PCL:0019599	RNAseq 41-46, 48-52 - CS201912132_99	(Mouse Pvalb)-like	PCL:0010001	owl:NamedIndividual	PCL:0019661|PCL:0019675	Pvalb	CS201912132_99		(Mouse Pvalb)-like		RNAseq 41-46, 48-52	Pvalb		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse Pvalb)-like"", ""cell_set_label"": ""RNAseq 41-46, 48-52"", ""cell_set_accession"": ""CS201912132_99"", ""cell_set_aligned_alias"": ""Pvalb"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_41|CS201912132_42|CS201912132_43|CS201912132_44|CS201912132_45|CS201912132_46|CS201912132_48|CS201912132_49|CS201912132_50|CS201912132_51|CS201912132_52"", ""cell_type_card"": ""Subclass"", ""original_label"": """", ""cell_set_color"": ""#D93137""}"	http://purl.obolibrary.org/obo/PCL_0019099	Pvalb is: MGE-derived GABAergic subclass typically expressing Pvalb; includes basket and chandelier cells. In Marmoset primary motor cortex (CCN201912132), Pvalb has 11 child types: Inh PVALB OTOGL, Inh PVALB LOC103790362, Inh PVALB OSBP2, Inh PVALB LOC103789439, Inh PVALB GSTK1, Inh PVALB C8H7orf62, Inh PVALB ADAMTS3, Inh PVALB SST EYS, Inh PVALB PCDH19, Inh PVALB KLHL29 and Inh PVALB FAM19A4. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is BTBD11 and LOC100392984 (F-beta = 0.779), based on the NS Forest method of marker gene selection. Pvalb cells represent 0.245474492594624% of all GABAergic cells collected in the marmoset M1 10Xv3 dataset. Pvalb cells have an average of 4283 genes detected, which is 731 more than the average for all GABAergic cells (3552).	Pvalb	Subclass
PCL:0019600	RNAseq 53-56 - CS201912132_100	(Mouse L2/3 IT)-like	PCL:0010001	owl:NamedIndividual	PCL:0019694	L2/3 IT|L2/3 IT	CS201912132_100		(Mouse L2/3 IT)-like	n67	RNAseq 53-56	L2/3 IT	L2/3 IT	Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse L2/3 IT)-like"", ""cell_set_label"": ""RNAseq 53-56"", ""cell_set_accession"": ""CS201912132_100"", ""cell_set_aligned_alias"": ""L2/3 IT"", ""cell_set_additional_aliases"": ""L2/3 IT"", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_53|CS201912132_54|CS201912132_55|CS201912132_56"", ""cell_type_card"": ""Subclass"", ""original_label"": ""n67"", ""cell_set_color"": ""#C4EC04""}"	http://purl.obolibrary.org/obo/PCL_0019100	L2/3 IT is: Layer 2/3 intratelencephalic-projecting. In Marmoset primary motor cortex (CCN201912132), L2/3 IT has 4 child types: Exc THEMIS ANO3, Exc RORB LOC108588466, Exc RORB SERPINE2 and Exc RORB NDST3. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is CHST9 and FAM19A1 (F-beta = 0.838), based on the NS Forest method of marker gene selection. L2/3 IT cells represent 33.28% of all Glutamatergic cells collected in the marmoset M1 10Xv3 dataset. L2/3 IT cells have an average of 4353 genes detected, which is 52 less than the average for all Glutamatergic cells (4405).	L2/3 IT	Subclass
PCL:0019601	RNAseq 57-58, 61-68 - CS201912132_101	(Mouse L5 IT)-like	PCL:0010001	owl:NamedIndividual	PCL:0019690	L5 IT	CS201912132_101		(Mouse L5 IT)-like		RNAseq 57-58, 61-68	L5 IT		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse L5 IT)-like"", ""cell_set_label"": ""RNAseq 57-58, 61-68"", ""cell_set_accession"": ""CS201912132_101"", ""cell_set_aligned_alias"": ""L5 IT"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_57|CS201912132_58|CS201912132_61|CS201912132_62|CS201912132_63|CS201912132_64|CS201912132_65|CS201912132_66|CS201912132_67|CS201912132_68"", ""cell_type_card"": ""Subclass"", ""original_label"": """", ""cell_set_color"": ""#50B2AD""}"	http://purl.obolibrary.org/obo/PCL_0019101	L5 IT is: Layer 5 intratelencephalic-projecting. In Marmoset primary motor cortex (CCN201912132), L5 IT has 10 child types: Exc RORB KNL1, Exc RORB CAV3, Exc RORB LOC108593203, Exc RORB ANKRD27, Exc RORB ACTA2, Exc RORB USH1C, Exc RORB SLC38A11, Exc RORB PPA2, Exc RORB CHGA and Exc RORB HACL1. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is HTR2A and POU6F2 and RORB (F-beta = 0.789), based on the NS Forest method of marker gene selection. L5 IT cells represent 42.6% of all Glutamatergic cells collected in the marmoset M1 10Xv3 dataset. L5 IT cells have an average of 4329 genes detected, which is 76 less than the average for all Glutamatergic cells (4405).	L5 IT	Subclass
PCL:0019602	RNAseq 59-60 - CS201912132_102	(Mouse L6 IT)-like	PCL:0010001	owl:NamedIndividual	PCL:0019692	L6 IT	CS201912132_102		(Mouse L6 IT)-like	n70	RNAseq 59-60	L6 IT		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse L6 IT)-like"", ""cell_set_label"": ""RNAseq 59-60"", ""cell_set_accession"": ""CS201912132_102"", ""cell_set_aligned_alias"": ""L6 IT"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_59|CS201912132_60"", ""cell_type_card"": ""Subclass"", ""original_label"": ""n70"", ""cell_set_color"": ""#A19922""}"	http://purl.obolibrary.org/obo/PCL_0019102	L6 IT is: Layer 6 intratelencephalic-projecting. In Marmoset primary motor cortex (CCN201912132), L6 IT has 2 child types: Exc THEMIS KCTD16 and Exc THEMIS COBL. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is CLSTN2 and HS3ST5 and PDE7B and SLIT3 (F-beta = 0.583), based on the NS Forest method of marker gene selection. L6 IT cells represent 8.98% of all Glutamatergic cells collected in the marmoset M1 10Xv3 dataset. L6 IT cells have an average of 4641 genes detected, which is 236 more than the average for all Glutamatergic cells (4405).	L6 IT	Subclass
PCL:0019603	RNAseq 69-71 - CS201912132_103	(Mouse L5 ET)-like	PCL:0010001	owl:NamedIndividual	PCL:0019613|PCL:0019688	L5 ET	CS201912132_103		(Mouse L5 ET)-like	n77	RNAseq 69-71	L5 ET		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse L5 ET)-like"", ""cell_set_label"": ""RNAseq 69-71"", ""cell_set_accession"": ""CS201912132_103"", ""cell_set_aligned_alias"": ""L5 ET"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_70|CS201912132_71|CS201912132_72"", ""cell_type_card"": ""Subclass"", ""original_label"": ""n77"", ""cell_set_color"": ""#0D5B78""}"	http://purl.obolibrary.org/obo/PCL_0019103	L5 ET is: Layer 5 extratelencephalic-projecting; also known as CF (corticofugal), PT (pyramidal tract), or SC (subcortical). In Marmoset primary motor cortex (CCN201912132), L5 ET has 3 child types: Exc THEMIS ARL13B, Exc FEZF2 PIEZO2 and Exc FEZF2 PDZRN4. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is FBN2 and PIEZO2 (F-beta = 0.635), based on the NS Forest method of marker gene selection. L5 ET cells represent 1.34% of all Glutamatergic cells collected in the marmoset M1 10Xv3 dataset. L5 ET cells have an average of 6375 genes detected, which is 1970 more than the average for all Glutamatergic cells (4405).	L5 ET	Subclass
PCL:0019604	RNAseq 72-73 - CS201912132_104	(Mouse L6 CT)-like	PCL:0010001	owl:NamedIndividual	PCL:0019702	L6 CT	CS201912132_104		(Mouse L6 CT)-like	n80	RNAseq 72-73	L6 CT		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse L6 CT)-like"", ""cell_set_label"": ""RNAseq 72-73"", ""cell_set_accession"": ""CS201912132_104"", ""cell_set_aligned_alias"": ""L6 CT"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_73|CS201912132_74"", ""cell_type_card"": ""Subclass"", ""original_label"": ""n80"", ""cell_set_color"": ""#2D8CB8""}"	http://purl.obolibrary.org/obo/PCL_0019104	L6 CT is: Layer 6 corticothalamic. In Marmoset primary motor cortex (CCN201912132), L6 CT has 2 child types: Exc FEZF2 RGS4 and Exc FEZF2 NRP1. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is HS3ST4 and SEMA3E (F-beta = 0.759), based on the NS Forest method of marker gene selection. L6 CT cells represent 7.36% of all Glutamatergic cells collected in the marmoset M1 10Xv3 dataset. L6 CT cells have an average of 4510 genes detected, which is 105 more than the average for all Glutamatergic cells (4405).	L6 CT	Subclass
PCL:0019605	RNAseq 77, 83-84 - CS201912132_105	Oligo	PCL:0010001	owl:NamedIndividual	PCL:0019614	Oligodendrocyte	CS201912132_105		Oligo		RNAseq 77, 83-84	Oligodendrocyte		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Oligo"", ""cell_set_label"": ""RNAseq 77, 83-84"", ""cell_set_accession"": ""CS201912132_105"", ""cell_set_aligned_alias"": ""Oligodendrocyte"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_69|CS201912132_83|CS201912132_84"", ""cell_type_card"": ""Subclass"", ""original_label"": """", ""cell_set_color"": ""#2E3E39""}"		Oligo is: Oligodendrocytes (often abbreviated Oligo). In Marmoset primary motor cortex (CCN201912132) Oligo has 3 child types: Oligo SLC1A3 LOC103793418,  Oligo OPALIN LOC103790018 and Oligo OPALIN MOBP. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is ST18 (F-beta = 0.925) based on the NS Forest method of marker gene selection. Oligo cells represent 46.77% of all Non-Neuronal cells collected in the marmoset M1 10Xv3 dataset. Oligo cells have an average of 1908 genes detected which is 408 less than the average for all Non-Neuronal cells (2316).	Oligo	Subclass
PCL:0019606	RNAseq 79-82 - CS201912132_106	Astro	PCL:0010001	owl:NamedIndividual	PCL:0019703	Astrocyte	CS201912132_106		Astro	n82	RNAseq 79-82	Astrocyte		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Astro"", ""cell_set_label"": ""RNAseq 79-82"", ""cell_set_accession"": ""CS201912132_106"", ""cell_set_aligned_alias"": ""Astrocyte"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_79|CS201912132_80|CS201912132_81|CS201912132_82"", ""cell_type_card"": ""Subclass"", ""original_label"": ""n82"", ""cell_set_color"": ""#665C47""}"		Astro is: Astrocytes (often abbreviated Astro). In Marmoset primary motor cortex (CCN201912132) Astro has 4 child types: Astro FGFR3 EPHB1, Astro FGFR3 NWD1,  Astro FGFR3 RCN2 and Astro FGFR3 GFAP. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is CCDC129 and GLI3 (F-beta = 0.962) based on the NS Forest method of marker gene selection. Astro cells represent 40.31% of all Non-Neuronal cells collected in the marmoset M1 10Xv3 dataset. Astro cells have an average of 2761 genes detected which is 445 more than the average for all Non-Neuronal cells (2316).	Astro	Subclass
PCL:0019607	RNAseq 85-87 - CS201912132_107	Endo	PCL:0010001	owl:NamedIndividual	PCL:0019707	Endothelial|Endo	CS201912132_107		Endo	n88	RNAseq 85-87	Endothelial	Endo	Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Endo"", ""cell_set_label"": ""RNAseq 85-87"", ""cell_set_accession"": ""CS201912132_107"", ""cell_set_aligned_alias"": ""Endothelial"", ""cell_set_additional_aliases"": ""Endo"", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_85|CS201912132_86|CS201912132_87"", ""cell_type_card"": ""Subclass"", ""original_label"": ""n88"", ""cell_set_color"": ""#8D6A62""}"		Endo is: Endothelial cells (often abbreviated Endo). In Marmoset primary motor cortex (CCN201912132), Endo has 3 child types: Endo NOSTRIN IL1R1, Endo NOSTRIN CXCL12 and Glia SLC1A3 FBLN5. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is CLDN5 and MECOM (F-beta = 0.908), based on the NS Forest method of marker gene selection. Endo cells represent 49.08% of all Non-Neural cells collected in the marmoset M1 10Xv3 dataset. Endo cells have an average of 2306 genes detected, which is 134 more than the average for all Non-Neural cells (2172).	Endo	Subclass
PCL:0019608	RNAseq 88-89 - CS201912132_108	Peri	PCL:0010001	owl:NamedIndividual	PCL:0019707	Pericyte|Peri	CS201912132_108		Peri	n90	RNAseq 88-89	Pericyte	Peri	Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""Peri"", ""cell_set_label"": ""RNAseq 88-89"", ""cell_set_accession"": ""CS201912132_108"", ""cell_set_aligned_alias"": ""Pericyte"", ""cell_set_additional_aliases"": ""Peri"", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_88|CS201912132_89"", ""cell_type_card"": ""Subclass"", ""original_label"": ""n90"", ""cell_set_color"": ""#A77C70""}"		Peri is: pericytes. In Marmoset primary motor cortex (CCN201912132), Peri has 2 child types: Peri SLC1A3 CHST3 and Peri SLC1A3 EPSTI1. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is CPM and LOC100405319 (F-beta = 0.723), based on the NS Forest method of marker gene selection. Peri cells represent 10.03% of all Non-Neural cells collected in the marmoset M1 10Xv3 dataset. Peri cells have an average of 1768 genes detected, which is 404 less than the average for all Non-Neural cells (2172).	Peri	Subclass
PCL:0019609	RNAseq 90-93 - CS201912132_109	VLMC	PCL:0010001	owl:NamedIndividual	PCL:0019706	VLMC	CS201912132_109		VLMC	n91	RNAseq 90-93	VLMC		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""VLMC"", ""cell_set_label"": ""RNAseq 90-93"", ""cell_set_accession"": ""CS201912132_109"", ""cell_set_aligned_alias"": ""VLMC"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_90|CS201912132_91|CS201912132_92|CS201912132_93"", ""cell_type_card"": ""Subclass"", ""original_label"": ""n91"", ""cell_set_color"": ""#697255""}"		VLMC is: Vascular leptomeningeal cells. In Marmoset primary motor cortex (CCN201912132), VLMC has 4 child types: VLMC PDGFRA C7, VLMC SLC1A3 CEMIP, VLMC SLC1A3 SLC13A3 and VLMC SLC1A3 SLC47A1. The minimal set of markers required to distinguish this cell type from other cell types in the primary motor cortex is SLC47A1 (F-beta = 0.791), based on the NS Forest method of marker gene selection. VLMC cells represent 12.39% of all Non-Neural cells collected in the marmoset M1 10Xv3 dataset. VLMC cells have an average of 2917 genes detected, which is 745 more than the average for all Non-Neural cells (2172).	VLMC	Subclass
PCL:0019610	RNAseq 01, 27-52 - CS201912132_110	(Mouse MGE)-like	PCL:0010001	owl:NamedIndividual	PCL:0019616	MGE	CS201912132_110		(Mouse MGE)-like		RNAseq 01, 27-52	MGE		Fenna Krienen	PMID:34616062	"{""cell_set_preferred_alias"": ""(Mouse MGE)-like"", ""cell_set_label"": ""RNAseq 01, 27-52"", ""cell_set_accession"": ""CS201912132_110"", ""cell_set_aligned_alias"": ""MGE"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Fenna Krienen"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Marmoset"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912132"", ""taxonomy_description"": ""Marmoset M1 taxonomy using 10X data"", ""child_cell_set_accessions"": ""CS201912132_1|CS201912132_27|CS201912132_28|CS201912132_29|CS201912132_30|CS201912132_31|CS201912132_32|CS201912132_33|CS201912132_34|CS201912132_35|CS201912132_36|CS201912132_37|CS201912132_38|CS201912132_39|CS201912132_40|CS201912132_41|CS201912132_42|CS201912132_43|CS201912132_44|CS201912132_45|CS201912132_46|CS201912132_47|CS201912132_48|CS201912132_49|CS201912132_50|CS201912132_51|CS201912132_52"", ""cell_type_card"": ""No"", ""original_label"": """", ""cell_set_color"": ""#ED892E""}"	http://purl.obolibrary.org/obo/PCL_0019110			None
