Gene stable ID,Transcript stable ID,Gene name,HGNC symbol
ENSCJAG00000061043,ENSCJAT00000110499,,
ENSCJAG00000061043,ENSCJAT00000109981,,
ENSCJAG00000061043,ENSCJAT00000092813,,
ENSCJAG00000055028,ENSCJAT00000112170,U2,
ENSCJAG00000045148,ENSCJAT00000077377,GPBP1,GPBP1
ENSCJAG00000045148,ENSCJAT00000077276,GPBP1,GPBP1
ENSCJAG00000061477,ENSCJAT00000090986,,
ENSCJAG00000064678,ENSCJAT00000112277,,
ENSCJAG00000067281,ENSCJAT00000101191,VXN,VXN
ENSCJAG00000067281,ENSCJAT00000108882,VXN,VXN
ENSCJAG00000067281,ENSCJAT00000070037,VXN,VXN
ENSCJAG00000016611,ENSCJAT00000032301,RRAD,RRAD
ENSCJAG00000064520,ENSCJAT00000104454,,
ENSCJAG00000064520,ENSCJAT00000103859,,
ENSCJAG00000064520,ENSCJAT00000099382,,
ENSCJAG00000064520,ENSCJAT00000105247,,
ENSCJAG00000064520,ENSCJAT00000110906,,
ENSCJAG00000064520,ENSCJAT00000111279,,
ENSCJAG00000064520,ENSCJAT00000101215,,
ENSCJAG00000064520,ENSCJAT00000110123,,
ENSCJAG00000020644,ENSCJAT00000040557,PSMB1,PSMB1
ENSCJAG00000055120,ENSCJAT00000107604,Metazoa_SRP,
ENSCJAG00000056505,ENSCJAT00000097132,Metazoa_SRP,
ENSCJAG00000002060,ENSCJAT00000003939,,
ENSCJAG00000063928,ENSCJAT00000108069,,
ENSCJAG00000046813,ENSCJAT00000080338,KLF11,KLF11
ENSCJAG00000046813,ENSCJAT00000092600,KLF11,KLF11
ENSCJAG00000058663,ENSCJAT00000094182,,
ENSCJAG00000045061,ENSCJAT00000083791,,
ENSCJAG00000065807,ENSCJAT00000106043,,
ENSCJAG00000069459,ENSCJAT00000099245,,
ENSCJAG00000053888,ENSCJAT00000100817,,
ENSCJAG00000017650,ENSCJAT00000034376,NPM3,NPM3
ENSCJAG00000068232,ENSCJAT00000110915,,
ENSCJAG00000068232,ENSCJAT00000117170,,
ENSCJAG00000043985,ENSCJAT00000067037,Metazoa_SRP,
ENSCJAG00000013949,ENSCJAT00000027098,RASSF6,RASSF6
ENSCJAG00000032936,ENSCJAT00000056826,,
ENSCJAG00000047965,ENSCJAT00000106053,C8orf37,C8orf37
ENSCJAG00000047965,ENSCJAT00000081757,C8orf37,C8orf37
ENSCJAG00000067067,ENSCJAT00000101737,,
ENSCJAG00000039847,ENSCJAT00000080108,,
ENSCJAG00000055010,ENSCJAT00000090385,Metazoa_SRP,
ENSCJAG00000000779,ENSCJAT00000079992,SV2A,SV2A
ENSCJAG00000030810,ENSCJAT00000051795,,
ENSCJAG00000065262,ENSCJAT00000106194,,
ENSCJAG00000065262,ENSCJAT00000092566,,
ENSCJAG00000063112,ENSCJAT00000094287,,
ENSCJAG00000063112,ENSCJAT00000093989,,
ENSCJAG00000063112,ENSCJAT00000105596,,
ENSCJAG00000063112,ENSCJAT00000090805,,
ENSCJAG00000063112,ENSCJAT00000111534,,
ENSCJAG00000009832,ENSCJAT00000116404,ERAP1,ERAP1
ENSCJAG00000009832,ENSCJAT00000057012,ERAP1,ERAP1
ENSCJAG00000047726,ENSCJAT00000066460,Metazoa_SRP,
ENSCJAG00000054710,ENSCJAT00000100301,,
ENSCJAG00000054710,ENSCJAT00000098952,,
ENSCJAG00000000128,ENSCJAT00000089877,,
ENSCJAG00000000128,ENSCJAT00000000236,,
ENSCJAG00000000128,ENSCJAT00000074950,,
ENSCJAG00000000128,ENSCJAT00000073410,,
ENSCJAG00000021063,ENSCJAT00000106341,ELP2,ELP2
ENSCJAG00000021063,ENSCJAT00000041450,ELP2,ELP2
ENSCJAG00000021063,ENSCJAT00000041447,ELP2,ELP2
ENSCJAG00000021063,ENSCJAT00000041446,ELP2,ELP2
ENSCJAG00000021063,ENSCJAT00000041464,ELP2,ELP2
ENSCJAG00000021063,ENSCJAT00000041452,ELP2,ELP2
ENSCJAG00000021063,ENSCJAT00000102228,ELP2,ELP2
ENSCJAG00000021063,ENSCJAT00000112998,ELP2,ELP2
ENSCJAG00000057966,ENSCJAT00000103684,,
ENSCJAG00000020545,ENSCJAT00000067934,RBBP8,RBBP8
ENSCJAG00000020545,ENSCJAT00000040324,RBBP8,RBBP8
ENSCJAG00000020545,ENSCJAT00000059829,RBBP8,RBBP8
ENSCJAG00000020545,ENSCJAT00000076830,RBBP8,RBBP8
ENSCJAG00000062518,ENSCJAT00000088835,,
ENSCJAG00000062518,ENSCJAT00000110419,,
ENSCJAG00000055907,ENSCJAT00000072747,cja-mir-653,
ENSCJAG00000053784,ENSCJAT00000094986,Metazoa_SRP,
ENSCJAG00000035444,ENSCJAT00000063699,U6,
ENSCJAG00000057786,ENSCJAT00000090945,,
ENSCJAG00000045374,ENSCJAT00000066601,,
ENSCJAG00000041700,ENSCJAT00000071679,U6,
ENSCJAG00000016874,ENSCJAT00000032828,NSA2,NSA2
ENSCJAG00000016874,ENSCJAT00000001256,NSA2,NSA2
ENSCJAG00000069150,ENSCJAT00000106167,,
ENSCJAG00000006912,ENSCJAT00000104328,ANK3,ANK3
ENSCJAG00000006912,ENSCJAT00000097060,ANK3,ANK3
ENSCJAG00000006912,ENSCJAT00000116253,ANK3,ANK3
ENSCJAG00000006912,ENSCJAT00000059682,ANK3,ANK3
ENSCJAG00000006912,ENSCJAT00000105929,ANK3,ANK3
ENSCJAG00000006912,ENSCJAT00000013654,ANK3,ANK3
ENSCJAG00000006912,ENSCJAT00000060192,ANK3,ANK3
ENSCJAG00000006912,ENSCJAT00000013650,ANK3,ANK3
ENSCJAG00000006912,ENSCJAT00000013595,ANK3,ANK3
ENSCJAG00000006912,ENSCJAT00000055381,ANK3,ANK3
ENSCJAG00000025913,ENSCJAT00000046898,SNORA62,
ENSCJAG00000065871,ENSCJAT00000111550,,
ENSCJAG00000065871,ENSCJAT00000110218,,
ENSCJAG00000065871,ENSCJAT00000093743,,
ENSCJAG00000057282,ENSCJAT00000088874,,
ENSCJAG00000059191,ENSCJAT00000092767,,
ENSCJAG00000065024,ENSCJAT00000097657,,
ENSCJAG00000065024,ENSCJAT00000108522,,
ENSCJAG00000069119,ENSCJAT00000089518,,
ENSCJAG00000007405,ENSCJAT00000095476,OIT3,OIT3
ENSCJAG00000007405,ENSCJAT00000014525,OIT3,OIT3
ENSCJAG00000007405,ENSCJAT00000066946,OIT3,OIT3
ENSCJAG00000007405,ENSCJAT00000098721,OIT3,OIT3
ENSCJAG00000007405,ENSCJAT00000014515,OIT3,OIT3
ENSCJAG00000008539,ENSCJAT00000016621,CRYBG3,CRYBG3
ENSCJAG00000008539,ENSCJAT00000090543,CRYBG3,CRYBG3
ENSCJAG00000057111,ENSCJAT00000095835,,
ENSCJAG00000014680,ENSCJAT00000096887,RASSF4,RASSF4
ENSCJAG00000014680,ENSCJAT00000028598,RASSF4,RASSF4
ENSCJAG00000014680,ENSCJAT00000084462,RASSF4,RASSF4
ENSCJAG00000014680,ENSCJAT00000098554,RASSF4,RASSF4
ENSCJAG00000030494,ENSCJAT00000051479,cja-mir-124-2,
ENSCJAG00000062687,ENSCJAT00000104647,,
ENSCJAG00000060796,ENSCJAT00000099119,,
ENSCJAG00000012083,ENSCJAT00000023439,,
ENSCJAG00000022308,ENSCJAT00000043293,SSTR4,SSTR4
ENSCJAG00000009660,ENSCJAT00000061443,HAX1,HAX1
ENSCJAG00000009660,ENSCJAT00000018736,HAX1,HAX1
ENSCJAG00000068239,ENSCJAT00000096333,U4,
ENSCJAG00000061616,ENSCJAT00000115067,,
ENSCJAG00000051639,ENSCJAT00000075431,cja-mir-489,
ENSCJAG00000062697,ENSCJAT00000089027,,
ENSCJAG00000009701,ENSCJAT00000018816,LBP,LBP
ENSCJAG00000009701,ENSCJAT00000099258,LBP,LBP
ENSCJAG00000054985,ENSCJAT00000096543,,
ENSCJAG00000059912,ENSCJAT00000101718,Metazoa_SRP,
ENSCJAG00000041065,ENSCJAT00000069763,,
ENSCJAG00000060214,ENSCJAT00000101197,,
ENSCJAG00000054782,ENSCJAT00000091610,U6,
ENSCJAG00000048286,ENSCJAT00000066554,,
ENSCJAG00000064763,ENSCJAT00000058943,,
ENSCJAG00000019093,ENSCJAT00000037449,REPS1,REPS1
ENSCJAG00000019093,ENSCJAT00000083358,REPS1,REPS1
ENSCJAG00000019093,ENSCJAT00000076696,REPS1,REPS1
ENSCJAG00000019093,ENSCJAT00000058796,REPS1,REPS1
ENSCJAG00000019093,ENSCJAT00000082977,REPS1,REPS1
ENSCJAG00000022250,ENSCJAT00000043235,,
ENSCJAG00000045884,ENSCJAT00000047944,U4,
ENSCJAG00000066826,ENSCJAT00000105104,,
ENSCJAG00000054065,ENSCJAT00000115464,U6,
ENSCJAG00000016616,ENSCJAT00000085628,CDH16,CDH16
ENSCJAG00000016616,ENSCJAT00000032343,CDH16,CDH16
ENSCJAG00000016616,ENSCJAT00000032334,CDH16,CDH16
ENSCJAG00000020370,ENSCJAT00000039994,,
ENSCJAG00000020370,ENSCJAT00000067823,,
ENSCJAG00000057790,ENSCJAT00000097207,,
ENSCJAG00000038683,ENSCJAT00000068610,TMEM33,TMEM33
ENSCJAG00000038683,ENSCJAT00000071744,TMEM33,TMEM33
ENSCJAG00000020638,ENSCJAT00000040536,TBP,TBP
ENSCJAG00000039409,ENSCJAT00000084089,TRAM1L1,TRAM1L1
ENSCJAG00000052857,ENSCJAT00000108969,U6,
ENSCJAG00000068932,ENSCJAT00000089546,U6,
ENSCJAG00000058253,ENSCJAT00000104090,,
ENSCJAG00000034642,ENSCJAT00000061556,U6,
ENSCJAG00000058363,ENSCJAT00000113192,,
ENSCJAG00000062426,ENSCJAT00000093522,,
ENSCJAG00000054086,ENSCJAT00000113056,,
ENSCJAG00000068814,ENSCJAT00000102681,,
ENSCJAG00000040865,ENSCJAT00000072293,U6,
ENSCJAG00000005795,ENSCJAT00000011231,THBD,THBD
ENSCJAG00000016070,ENSCJAT00000031270,RAB44,RAB44
ENSCJAG00000056035,ENSCJAT00000102328,,
ENSCJAG00000044712,ENSCJAT00000078029,,
ENSCJAG00000066845,ENSCJAT00000110631,,
ENSCJAG00000053886,ENSCJAT00000113143,,
ENSCJAG00000005324,ENSCJAT00000010338,MTBP,MTBP
ENSCJAG00000005324,ENSCJAT00000085466,MTBP,MTBP
ENSCJAG00000015457,ENSCJAT00000030087,ART1,ART1
ENSCJAG00000015457,ENSCJAT00000070967,ART1,ART1
ENSCJAG00000055001,ENSCJAT00000099717,,
ENSCJAG00000052606,ENSCJAT00000107729,,
ENSCJAG00000052606,ENSCJAT00000096949,,
ENSCJAG00000008031,ENSCJAT00000015773,NVL,NVL
ENSCJAG00000008031,ENSCJAT00000015794,NVL,NVL
ENSCJAG00000008031,ENSCJAT00000015760,NVL,NVL
ENSCJAG00000008031,ENSCJAT00000015818,NVL,NVL
ENSCJAG00000008031,ENSCJAT00000090294,NVL,NVL
ENSCJAG00000008031,ENSCJAT00000099230,NVL,NVL
ENSCJAG00000040466,ENSCJAT00000099393,KCNMB1,KCNMB1
ENSCJAG00000040466,ENSCJAT00000041925,KCNMB1,KCNMB1
ENSCJAG00000002595,ENSCJAT00000073722,LTA4H,LTA4H
ENSCJAG00000002595,ENSCJAT00000005042,LTA4H,LTA4H
ENSCJAG00000058644,ENSCJAT00000094412,,
ENSCJAG00000063074,ENSCJAT00000111119,U6,
ENSCJAG00000063913,ENSCJAT00000069290,,
ENSCJAG00000052335,ENSCJAT00000091435,,
ENSCJAG00000000522,ENSCJAT00000000957,IMPG2,IMPG2
ENSCJAG00000017657,ENSCJAT00000084376,OGA,OGA
ENSCJAG00000017657,ENSCJAT00000034419,OGA,OGA
ENSCJAG00000017657,ENSCJAT00000096147,OGA,OGA
ENSCJAG00000005796,ENSCJAT00000011240,CD93,CD93
ENSCJAG00000053322,ENSCJAT00000113607,,
ENSCJAG00000053322,ENSCJAT00000096230,,
ENSCJAG00000053322,ENSCJAT00000109244,,
ENSCJAG00000053322,ENSCJAT00000093753,,
ENSCJAG00000053322,ENSCJAT00000101764,,
ENSCJAG00000053322,ENSCJAT00000108907,,
ENSCJAG00000053322,ENSCJAT00000090169,,
ENSCJAG00000053322,ENSCJAT00000113853,,
ENSCJAG00000053322,ENSCJAT00000096045,,
ENSCJAG00000023463,ENSCJAT00000044448,Y_RNA,
ENSCJAG00000069130,ENSCJAT00000110583,Metazoa_SRP,
ENSCJAG00000049907,ENSCJAT00000071202,Y_RNA,
ENSCJAG00000057098,ENSCJAT00000116749,,
ENSCJAG00000055282,ENSCJAT00000101453,,
ENSCJAG00000062283,ENSCJAT00000104185,,
ENSCJAG00000001950,ENSCJAT00000003759,,
ENSCJAG00000001950,ENSCJAT00000052922,,
ENSCJAG00000001950,ENSCJAT00000003746,,
ENSCJAG00000001950,ENSCJAT00000068922,,
ENSCJAG00000018773,ENSCJAT00000036948,GPAT2,GPAT2
ENSCJAG00000018773,ENSCJAT00000036947,GPAT2,GPAT2
ENSCJAG00000030937,ENSCJAT00000051922,U6,
ENSCJAG00000000840,ENSCJAT00000001547,TGFB1I1,TGFB1I1
ENSCJAG00000000840,ENSCJAT00000113110,TGFB1I1,TGFB1I1
ENSCJAG00000001501,ENSCJAT00000002837,CPA3,CPA3
ENSCJAG00000019095,ENSCJAT00000037507,BEST1,BEST1
ENSCJAG00000019095,ENSCJAT00000108599,BEST1,BEST1
ENSCJAG00000019095,ENSCJAT00000037471,BEST1,BEST1
ENSCJAG00000052826,ENSCJAT00000099094,,
ENSCJAG00000052826,ENSCJAT00000095487,,
ENSCJAG00000011215,ENSCJAT00000115611,,
ENSCJAG00000011215,ENSCJAT00000110656,,
ENSCJAG00000011215,ENSCJAT00000021882,,
ENSCJAG00000011215,ENSCJAT00000099126,,
ENSCJAG00000011215,ENSCJAT00000021896,,
ENSCJAG00000011215,ENSCJAT00000113534,,
ENSCJAG00000009114,ENSCJAT00000017648,PDZD9,PDZD9
ENSCJAG00000009114,ENSCJAT00000079866,PDZD9,PDZD9
ENSCJAG00000017655,ENSCJAT00000071483,DUSP22,DUSP22
ENSCJAG00000017655,ENSCJAT00000034374,DUSP22,DUSP22
ENSCJAG00000017655,ENSCJAT00000078667,DUSP22,DUSP22
ENSCJAG00000017655,ENSCJAT00000082344,DUSP22,DUSP22
ENSCJAG00000003010,ENSCJAT00000069363,ENPP1,ENPP1
ENSCJAG00000003010,ENSCJAT00000005820,ENPP1,ENPP1
ENSCJAG00000003010,ENSCJAT00000005803,ENPP1,ENPP1
ENSCJAG00000003010,ENSCJAT00000005838,ENPP1,ENPP1
ENSCJAG00000003010,ENSCJAT00000053262,ENPP1,ENPP1
ENSCJAG00000003010,ENSCJAT00000006050,ENPP1,ENPP1
ENSCJAG00000003010,ENSCJAT00000095734,ENPP1,ENPP1
ENSCJAG00000003010,ENSCJAT00000101451,ENPP1,ENPP1
ENSCJAG00000062479,ENSCJAT00000077394,,
ENSCJAG00000001731,ENSCJAT00000062303,TOX3,TOX3
ENSCJAG00000001731,ENSCJAT00000003267,TOX3,TOX3
ENSCJAG00000059996,ENSCJAT00000103651,,
ENSCJAG00000019594,ENSCJAT00000058528,USP39,USP39
ENSCJAG00000019594,ENSCJAT00000058777,USP39,USP39
ENSCJAG00000019594,ENSCJAT00000038487,USP39,USP39
ENSCJAG00000019594,ENSCJAT00000054338,USP39,USP39
ENSCJAG00000019594,ENSCJAT00000063784,USP39,USP39
ENSCJAG00000039144,ENSCJAT00000077962,U6,
ENSCJAG00000069375,ENSCJAT00000110151,,
ENSCJAG00000069375,ENSCJAT00000114490,,
ENSCJAG00000052571,ENSCJAT00000107131,,
ENSCJAG00000010469,ENSCJAT00000020398,ATP5F1D,ATP5F1D
ENSCJAG00000021485,ENSCJAT00000103388,PUF60,PUF60
ENSCJAG00000021485,ENSCJAT00000042264,PUF60,PUF60
ENSCJAG00000021485,ENSCJAT00000042261,PUF60,PUF60
ENSCJAG00000021485,ENSCJAT00000042262,PUF60,PUF60
ENSCJAG00000017931,ENSCJAT00000035146,LYST,LYST
ENSCJAG00000017931,ENSCJAT00000054823,LYST,LYST
ENSCJAG00000065277,ENSCJAT00000093548,U6,
ENSCJAG00000063139,ENSCJAT00000095370,Metazoa_SRP,
ENSCJAG00000062139,ENSCJAT00000068427,,
ENSCJAG00000057568,ENSCJAT00000109971,Y_RNA,
ENSCJAG00000045317,ENSCJAT00000085445,U6,
ENSCJAG00000061027,ENSCJAT00000092669,,
ENSCJAG00000022850,ENSCJAT00000043835,,
ENSCJAG00000022850,ENSCJAT00000098731,,
ENSCJAG00000068637,ENSCJAT00000117305,,
ENSCJAG00000064491,ENSCJAT00000099966,,
ENSCJAG00000061158,ENSCJAT00000093640,,
ENSCJAG00000067248,ENSCJAT00000113871,,
ENSCJAG00000054749,ENSCJAT00000098724,,
ENSCJAG00000042763,ENSCJAT00000079979,U6,
ENSCJAG00000015465,ENSCJAT00000030095,CHRNA10,CHRNA10
ENSCJAG00000062728,ENSCJAT00000105323,,
ENSCJAG00000060577,ENSCJAT00000089779,,
ENSCJAG00000060577,ENSCJAT00000103996,,
ENSCJAG00000060577,ENSCJAT00000099192,,
ENSCJAG00000054563,ENSCJAT00000100078,,
ENSCJAG00000054563,ENSCJAT00000105879,,
ENSCJAG00000012573,ENSCJAT00000024348,ZRANB1,ZRANB1
ENSCJAG00000042727,ENSCJAT00000086168,U6,
ENSCJAG00000057414,ENSCJAT00000077959,,
ENSCJAG00000067653,ENSCJAT00000105771,,
ENSCJAG00000056961,ENSCJAT00000111422,,
ENSCJAG00000057830,ENSCJAT00000101526,Metazoa_SRP,
ENSCJAG00000067416,ENSCJAT00000093736,,
ENSCJAG00000065019,ENSCJAT00000102019,,
ENSCJAG00000061181,ENSCJAT00000092877,,
ENSCJAG00000065613,ENSCJAT00000114872,,
ENSCJAG00000006431,ENSCJAT00000012640,GRHL1,GRHL1
ENSCJAG00000006431,ENSCJAT00000054111,GRHL1,GRHL1
ENSCJAG00000006431,ENSCJAT00000074885,GRHL1,GRHL1
ENSCJAG00000006431,ENSCJAT00000030938,GRHL1,GRHL1
ENSCJAG00000005025,ENSCJAT00000009698,SYCP2L,SYCP2L
ENSCJAG00000005025,ENSCJAT00000094833,SYCP2L,SYCP2L
ENSCJAG00000011314,ENSCJAT00000053354,TRAM2,TRAM2
ENSCJAG00000011314,ENSCJAT00000116050,TRAM2,TRAM2
ENSCJAG00000052446,ENSCJAT00000112670,,
ENSCJAG00000017348,ENSCJAT00000033859,CSNK1G3,CSNK1G3
ENSCJAG00000017348,ENSCJAT00000033887,CSNK1G3,CSNK1G3
ENSCJAG00000017348,ENSCJAT00000052544,CSNK1G3,CSNK1G3
ENSCJAG00000017348,ENSCJAT00000033841,CSNK1G3,CSNK1G3
ENSCJAG00000017348,ENSCJAT00000092715,CSNK1G3,CSNK1G3
ENSCJAG00000013774,ENSCJAT00000026813,VPS50,VPS50
ENSCJAG00000013774,ENSCJAT00000026918,VPS50,VPS50
ENSCJAG00000013774,ENSCJAT00000061658,VPS50,VPS50
ENSCJAG00000013774,ENSCJAT00000054084,VPS50,VPS50
ENSCJAG00000013774,ENSCJAT00000063682,VPS50,VPS50
ENSCJAG00000004434,ENSCJAT00000055627,,
ENSCJAG00000004434,ENSCJAT00000008503,,
ENSCJAG00000069566,ENSCJAT00000006778,,
ENSCJAG00000054287,ENSCJAT00000108290,U6,
ENSCJAG00000058361,ENSCJAT00000103745,,
ENSCJAG00000029807,ENSCJAT00000050792,cja-mir-581,
ENSCJAG00000056115,ENSCJAT00000072619,,
ENSCJAG00000052415,ENSCJAT00000107325,,
ENSCJAG00000001510,ENSCJAT00000002851,CPB1,CPB1
ENSCJAG00000062217,ENSCJAT00000094199,Metazoa_SRP,
ENSCJAG00000021658,ENSCJAT00000042577,TAS2R7,TAS2R7
ENSCJAG00000015694,ENSCJAT00000030589,KIF13B,KIF13B
ENSCJAG00000020634,ENSCJAT00000059114,,
ENSCJAG00000020634,ENSCJAT00000040531,,
ENSCJAG00000020634,ENSCJAT00000022696,,
ENSCJAG00000058236,ENSCJAT00000089925,U6,
ENSCJAG00000054580,ENSCJAT00000110663,,
ENSCJAG00000057606,ENSCJAT00000089861,Metazoa_SRP,
ENSCJAG00000004609,ENSCJAT00000112962,DUSP12,DUSP12
ENSCJAG00000004609,ENSCJAT00000008849,DUSP12,DUSP12
ENSCJAG00000059985,ENSCJAT00000084723,Metazoa_SRP,
ENSCJAG00000010893,ENSCJAT00000021232,OTULINL,OTULINL
ENSCJAG00000011656,ENSCJAT00000022653,LCP2,LCP2
ENSCJAG00000011656,ENSCJAT00000022681,LCP2,LCP2
ENSCJAG00000011656,ENSCJAT00000066725,LCP2,LCP2
ENSCJAG00000064158,ENSCJAT00000109242,Metazoa_SRP,
ENSCJAG00000013963,ENSCJAT00000097739,AFM,AFM
ENSCJAG00000013963,ENSCJAT00000027127,AFM,AFM
ENSCJAG00000051693,ENSCJAT00000116368,,
ENSCJAG00000051693,ENSCJAT00000102684,,
ENSCJAG00000010226,ENSCJAT00000060302,DLEC1,DLEC1
ENSCJAG00000010226,ENSCJAT00000094198,DLEC1,DLEC1
ENSCJAG00000010226,ENSCJAT00000093208,DLEC1,DLEC1
ENSCJAG00000053086,ENSCJAT00000110403,,
ENSCJAG00000068599,ENSCJAT00000109538,,
ENSCJAG00000068599,ENSCJAT00000107336,,
ENSCJAG00000015570,ENSCJAT00000030296,PDE6C,PDE6C
ENSCJAG00000059023,ENSCJAT00000116362,,
ENSCJAG00000059208,ENSCJAT00000117028,,
ENSCJAG00000045268,ENSCJAT00000077177,U6,
ENSCJAG00000052030,ENSCJAT00000102093,,
ENSCJAG00000042964,ENSCJAT00000074988,U6,
ENSCJAG00000069034,ENSCJAT00000100975,,
ENSCJAG00000069034,ENSCJAT00000089272,,
ENSCJAG00000069034,ENSCJAT00000109629,,
ENSCJAG00000069034,ENSCJAT00000093169,,
ENSCJAG00000069034,ENSCJAT00000103779,,
ENSCJAG00000069034,ENSCJAT00000096112,,
ENSCJAG00000069034,ENSCJAT00000107093,,
ENSCJAG00000005656,ENSCJAT00000010985,PAQR6,PAQR6
ENSCJAG00000054843,ENSCJAT00000101085,Metazoa_SRP,
ENSCJAG00000057904,ENSCJAT00000110471,,
ENSCJAG00000005554,ENSCJAT00000010759,WWC2,WWC2
ENSCJAG00000065688,ENSCJAT00000109529,DEPP1,DEPP1
ENSCJAG00000044836,ENSCJAT00000076202,NXT1,NXT1
ENSCJAG00000012019,ENSCJAT00000023387,HIF3A,HIF3A
ENSCJAG00000012019,ENSCJAT00000023434,HIF3A,HIF3A
ENSCJAG00000012019,ENSCJAT00000023428,HIF3A,HIF3A
ENSCJAG00000012019,ENSCJAT00000060879,HIF3A,HIF3A
ENSCJAG00000044630,ENSCJAT00000069648,TAS2R8,TAS2R8
ENSCJAG00000001306,ENSCJAT00000002451,TPH2,TPH2
ENSCJAG00000001306,ENSCJAT00000116628,TPH2,TPH2
ENSCJAG00000056675,ENSCJAT00000091896,,
ENSCJAG00000053957,ENSCJAT00000094845,U6,
ENSCJAG00000029330,ENSCJAT00000050315,U4,
ENSCJAG00000061565,ENSCJAT00000096994,U3,
ENSCJAG00000021806,ENSCJAT00000042791,HSPB3,HSPB3
ENSCJAG00000054411,ENSCJAT00000078243,,
ENSCJAG00000064547,ENSCJAT00000109781,,
ENSCJAG00000066426,ENSCJAT00000033267,EVA1A,EVA1A
ENSCJAG00000020558,ENSCJAT00000065647,GDF6,GDF6
ENSCJAG00000052519,ENSCJAT00000101229,,
ENSCJAG00000015332,ENSCJAT00000030004,NUP98,NUP98
ENSCJAG00000015332,ENSCJAT00000066588,NUP98,NUP98
ENSCJAG00000015332,ENSCJAT00000029996,NUP98,NUP98
ENSCJAG00000057668,ENSCJAT00000102358,,
ENSCJAG00000016066,ENSCJAT00000031242,ODF1,ODF1
ENSCJAG00000000733,ENSCJAT00000001335,GZF1,GZF1
ENSCJAG00000000139,ENSCJAT00000116381,STX18,STX18
ENSCJAG00000000139,ENSCJAT00000000267,STX18,STX18
ENSCJAG00000000139,ENSCJAT00000089199,STX18,STX18
ENSCJAG00000042026,ENSCJAT00000069794,,
ENSCJAG00000048671,ENSCJAT00000070102,,
ENSCJAG00000067780,ENSCJAT00000099476,,
ENSCJAG00000015024,ENSCJAT00000029315,ANTXR2,ANTXR2
ENSCJAG00000015024,ENSCJAT00000067457,ANTXR2,ANTXR2
ENSCJAG00000015024,ENSCJAT00000075125,ANTXR2,ANTXR2
ENSCJAG00000015024,ENSCJAT00000029321,ANTXR2,ANTXR2
ENSCJAG00000038826,ENSCJAT00000068298,Y_RNA,
ENSCJAG00000063063,ENSCJAT00000105683,,
ENSCJAG00000063063,ENSCJAT00000103525,,
ENSCJAG00000065858,ENSCJAT00000091366,,
ENSCJAG00000056709,ENSCJAT00000115417,,
ENSCJAG00000056709,ENSCJAT00000117330,,
ENSCJAG00000056709,ENSCJAT00000096074,,
ENSCJAG00000056709,ENSCJAT00000093528,,
ENSCJAG00000056709,ENSCJAT00000098594,,
ENSCJAG00000052383,ENSCJAT00000098322,,
ENSCJAG00000045298,ENSCJAT00000074009,CDKN1A,
ENSCJAG00000069561,ENSCJAT00000114010,,
ENSCJAG00000012539,ENSCJAT00000024312,CTBP2,CTBP2
ENSCJAG00000012539,ENSCJAT00000061567,CTBP2,CTBP2
ENSCJAG00000012539,ENSCJAT00000002968,CTBP2,CTBP2
ENSCJAG00000065414,ENSCJAT00000099308,,
ENSCJAG00000065414,ENSCJAT00000108365,,
ENSCJAG00000065414,ENSCJAT00000101635,,
ENSCJAG00000061619,ENSCJAT00000093761,Metazoa_SRP,
ENSCJAG00000064322,ENSCJAT00000084151,,
ENSCJAG00000062437,ENSCJAT00000101950,,
ENSCJAG00000058599,ENSCJAT00000102490,U4,
ENSCJAG00000055464,ENSCJAT00000089552,U1,
ENSCJAG00000054683,ENSCJAT00000100629,,
ENSCJAG00000054683,ENSCJAT00000105565,,
ENSCJAG00000068873,ENSCJAT00000092069,,
ENSCJAG00000002574,ENSCJAT00000004980,PPP2R5B,PPP2R5B
ENSCJAG00000054489,ENSCJAT00000094538,U5,
ENSCJAG00000068081,ENSCJAT00000070043,,
ENSCJAG00000047003,ENSCJAT00000081270,,
ENSCJAG00000046651,ENSCJAT00000085277,ZNF22,ZNF22
ENSCJAG00000004826,ENSCJAT00000080229,TUBB3,TUBB3
ENSCJAG00000004826,ENSCJAT00000009328,TUBB3,TUBB3
ENSCJAG00000004826,ENSCJAT00000075831,TUBB3,TUBB3
ENSCJAG00000004826,ENSCJAT00000080595,TUBB3,TUBB3
ENSCJAG00000059695,ENSCJAT00000017645,MOSMO,MOSMO
ENSCJAG00000059695,ENSCJAT00000116182,MOSMO,MOSMO
ENSCJAG00000053707,ENSCJAT00000074777,,
ENSCJAG00000045934,ENSCJAT00000069315,Metazoa_SRP,
ENSCJAG00000009751,ENSCJAT00000019014,ERAP2,ERAP2
ENSCJAG00000009751,ENSCJAT00000019015,ERAP2,ERAP2
ENSCJAG00000009751,ENSCJAT00000090129,ERAP2,ERAP2
ENSCJAG00000001635,ENSCJAT00000009392,SNX18,SNX18
ENSCJAG00000061377,ENSCJAT00000104201,,
ENSCJAG00000055699,ENSCJAT00000089974,,
ENSCJAG00000055699,ENSCJAT00000101871,,
ENSCJAG00000044598,ENSCJAT00000077980,Metazoa_SRP,
ENSCJAG00000020560,ENSCJAT00000086134,,
ENSCJAG00000020560,ENSCJAT00000071046,,
ENSCJAG00000020560,ENSCJAT00000055840,,
ENSCJAG00000051482,ENSCJAT00000089715,,
ENSCJAG00000001517,ENSCJAT00000059603,AGTR1,AGTR1
