defined_class	Marker_set_of	Minimal_markers	Brain_region_abbv	Species_abbv	Brain_region	Parent	FBeta_confidence_score
http://purl.obolibrary.org/obo/PCL_0012664	L2/3/5 fan Martinotti cell	ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000027965	MOp	Mouse	UBERON:0001384	SO:0001260	0.78125
http://purl.obolibrary.org/obo/PCL_0012665	L5/6 non-Martinotti cell	ensembl:ENSMUSG00000031841|ensembl:ENSMUSG00000036019|ensembl:ENSMUSG00000049796	MOp	Mouse	UBERON:0001384	SO:0001260	0.681818181818181
http://purl.obolibrary.org/obo/PCL_0012670	L6 Th+ SST/PV cell	ensembl:ENSMUSG00000000214|ensembl:ENSMUSG00000028971	MOp	Mouse	UBERON:0001384	SO:0001260	0.557768924302788
http://purl.obolibrary.org/obo/PCL_0012677	Upper FS Basket cell	ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000052353	MOp	Mouse	UBERON:0001384	SO:0001260	0.785057573864143
http://purl.obolibrary.org/obo/PCL_0012678	Chandelier	ensembl:ENSMUSG00000020099|ensembl:ENSMUSG00000067028	MOp	Mouse	UBERON:0001384	SO:0001260	0.817307692307692
http://purl.obolibrary.org/obo/PCL_0012682	IT projecting	ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000038331	MOp	Mouse	UBERON:0001384	SO:0001260	0.938579668560051
http://purl.obolibrary.org/obo/PCL_0012683	L2/3 IT	ensembl:ENSMUSG00000021708|ensembl:ENSMUSG00000028222|ensembl:ENSMUSG00000059187	MOp	Mouse	UBERON:0001384	SO:0001260	0.842101815
http://purl.obolibrary.org/obo/PCL_0012688	L4	ensembl:ENSMUSG00000034402|ensembl:ENSMUSG00000036192|ensembl:ENSMUSG00000084890	MOp	Mouse	UBERON:0001384	SO:0001260	0.783614852295557
http://purl.obolibrary.org/obo/PCL_0012689	L5 IT	ensembl:ENSMUSG00000035357|ensembl:ENSMUSG00000039037|ensembl:ENSMUSG00000040452	MOp	Mouse	UBERON:0001384	SO:0001260	0.799873775
http://purl.obolibrary.org/obo/PCL_0012690	L5 IT_C2	ensembl:ENSMUSG00000022419|ensembl:ENSMUSG00000059203	MOp	Mouse	UBERON:0001384	SO:0001260	0.817650001924335
http://purl.obolibrary.org/obo/PCL_0012692	L6 IT	ensembl:ENSMUSG00000016918|ensembl:ENSMUSG00000052430|ensembl:ENSMUSG00000059203	MOp	Mouse	UBERON:0001384	SO:0001260	0.759441708
http://purl.obolibrary.org/obo/PCL_0012693	L5 ET	ensembl:ENSMUSG00000022206|ensembl:ENSMUSG00000098760	MOp	Mouse	UBERON:0001384	SO:0001260	0.887669963
http://purl.obolibrary.org/obo/PCL_0012694	L5 ET (Non-MY-projecting)	ensembl:ENSMUSG00000021541|ensembl:ENSMUSG00000068196|ensembl:ENSMUSG00000090125	MOp	Mouse	UBERON:0001384	SO:0001260	0.79093534770051
http://purl.obolibrary.org/obo/PCL_0012697	L6 CT	ensembl:ENSMUSG00000029563|ensembl:ENSMUSG00000078591	MOp	Mouse	UBERON:0001384	SO:0001260	0.913592473
http://purl.obolibrary.org/obo/PCL_0012703	L6b	ensembl:ENSMUSG00000019997|ensembl:ENSMUSG00000039714	MOp	Mouse	UBERON:0001384	SO:0001260	0.822975852
http://purl.obolibrary.org/obo/PCL_0012707	L5/6 NP	ensembl:ENSMUSG00000004151|ensembl:ENSMUSG00000047907	MOp	Mouse	UBERON:0001384	SO:0001260	0.857866413
http://purl.obolibrary.org/obo/PCL_0012709	Meis2	ensembl:ENSMUSG00000023800|ensembl:ENSMUSG00000035551	MOp	Mouse	UBERON:0001384	SO:0001260	0.782828283
http://purl.obolibrary.org/obo/PCL_0012711	Astro_C1	ensembl:ENSMUSG00000021318|ensembl:ENSMUSG00000036949	MOp	Mouse	UBERON:0001384	SO:0001260	0.964334321220061
http://purl.obolibrary.org/obo/PCL_0012732	Sst-like	ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000042453	MOp	Mouse	UBERON:0001384	SO:0001260	0.88986014
http://purl.obolibrary.org/obo/PCL_0012733	Pvalb-like	ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000031772	MOp	Mouse	UBERON:0001384	SO:0001260	0.866939774
