defined_class	prefLabel	Synonyms_from_taxonomy	Gross_cell_type	Taxon	Taxon_abbv	Brain_region	Cluster_ID	Alias_citations	Minimal_markers	Allen_markers	Brain_region_abbv	Species_abbv	Individual	part_of	has_soma_location	aligned_alias	marker_gene_set
http://purl.obolibrary.org/obo/PCL_0011061	L4/5 IT_1	L4 IT|L4/5 IT_1	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_61	PMID:34616066|PMID:34616062	ensembl:ENSMUSG00000017978|ensembl:ENSMUSG00000036192|ensembl:ENSMUSG00000073565	ensembl:ENSMUSG00000028871	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_61		UBERON:0001384	L4 IT	PCL:0012561
http://purl.obolibrary.org/obo/PCL_0011062	L4/5 IT_2	L4/5 IT|L4/5 IT_2	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_62	PMID:34616066|PMID:34616062	ensembl:ENSMUSG00000004415|ensembl:ENSMUSG00000032564|ensembl:ENSMUSG00000059203	ensembl:ENSMUSG00000028871	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_62		UBERON:0001384	L4/5 IT	PCL:0012562
http://purl.obolibrary.org/obo/PCL_0011063	L5 IT_1	L5 IT_1	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_63	PMID:34616066	ensembl:ENSMUSG00000022419|ensembl:ENSMUSG00000059203		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_63		UBERON:0001384		PCL:0012563
http://purl.obolibrary.org/obo/PCL_0011064	L5 IT_2	L5 IT_2	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_64	PMID:34616066	ensembl:ENSMUSG00000003746|ensembl:ENSMUSG00000022419|ensembl:ENSMUSG00000053399|ensembl:ENSMUSG00000116610	ensembl:ENSMUSG00000033208	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_64		UBERON:0001384		PCL:0012564
http://purl.obolibrary.org/obo/PCL_0011065	L5 IT_3	L5 IT_3	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_65	PMID:34616066	ensembl:ENSMUSG00000017978|ensembl:ENSMUSG00000019889|ensembl:ENSMUSG00000022425|ensembl:ENSMUSG00000055214	ensembl:ENSMUSG00000055214	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_65		UBERON:0001384		PCL:0012565
http://purl.obolibrary.org/obo/PCL_0011066	L5 IT_4	L5 IT_4	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_66	PMID:34616066	ensembl:ENSMUSG00000029154|ensembl:ENSMUSG00000045613|ensembl:ENSMUSG00000055214	ensembl:ENSMUSG00000055214	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_66		UBERON:0001384		PCL:0012566
http://purl.obolibrary.org/obo/PCL_0011067	L6 IT_1	L6 IT_1	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_67	PMID:34616066|PMID:34616062	ensembl:ENSMUSG00000021765|ensembl:ENSMUSG00000052430|ensembl:ENSMUSG00000059857		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_67		UBERON:0001384	L6 IT_1	PCL:0012567
http://purl.obolibrary.org/obo/PCL_0011068	L6 IT_2	L6 IT_2	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_68	PMID:34616066	ensembl:ENSMUSG00000028909|ensembl:ENSMUSG00000049630|ensembl:ENSMUSG00000052430		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_68		UBERON:0001384		PCL:0012568
http://purl.obolibrary.org/obo/PCL_0011069	L6 IT Car3	L6 IT Car3|L6 IT_3|Claustrum-like IT	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_69	PMID:34616066|PMID:34616062|PMID:33184512	ensembl:ENSMUSG00000026826|ensembl:ENSMUSG00000042596	ensembl:ENSMUSG00000027559	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_69		UBERON:0001384	L6 IT Car3	PCL:0012569
http://purl.obolibrary.org/obo/PCL_0011070	L5 ET_1	L5 ET_1|MY-projecting L5 ET|L5 ET (MY-projecting)|L5 PT_1	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_70	PMID:34616066|PMID:33184512|PMID:30382198	ensembl:ENSMUSG00000022206|ensembl:ENSMUSG00000030905|ensembl:ENSMUSG00000098760		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_70		UBERON:0001384		PCL:0012570
http://purl.obolibrary.org/obo/PCL_0011071	L5 ET_2	L5 ET_2|L5 PT_2	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_71	PMID:34616066|PMID:34616062	ensembl:ENSMUSG00000021541|ensembl:ENSMUSG00000022112|ensembl:ENSMUSG00000040732		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_71		UBERON:0001384	L5 ET_2	PCL:0012571
http://purl.obolibrary.org/obo/PCL_0011072	L5 ET_3	L5 ET_3|L5 PT_3	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_72	PMID:34616066	ensembl:ENSMUSG00000021541|ensembl:ENSMUSG00000022112|ensembl:ENSMUSG00000039620|ensembl:ENSMUSG00000042453		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_72		UBERON:0001384		PCL:0012572
http://purl.obolibrary.org/obo/PCL_0011073	L5 ET_4	L5 ET_4|L5 PT_4	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_73	PMID:34616066	ensembl:ENSMUSG00000043659|ensembl:ENSMUSG00000098760		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_73		UBERON:0001384		PCL:0012573
http://purl.obolibrary.org/obo/PCL_0011074	L5/6 NP CT	L5 IT_3|L5/6 NP CT	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_74	PMID:34616066|PMID:34616062	ensembl:ENSMUSG00000024517|ensembl:ENSMUSG00000034009|ensembl:ENSMUSG00000047907		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_74		UBERON:0001384	L5 IT_3	PCL:0012574
http://purl.obolibrary.org/obo/PCL_0011075	L6 CT Gpr139	L6 CT Gpr139	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_75	PMID:34616066	ensembl:ENSMUSG00000010651|ensembl:ENSMUSG00000063564|ensembl:ENSMUSG00000066197	ensembl:ENSMUSG00000066197	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_75		UBERON:0001384		PCL:0012575
http://purl.obolibrary.org/obo/PCL_0011076	L6 CT Cpa6	L6 CT Cpa6|L6 CT_2	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_76	PMID:34616066|PMID:34616062	ensembl:ENSMUSG00000022306|ensembl:ENSMUSG00000029563|ensembl:ENSMUSG00000078591	ensembl:ENSMUSG00000042501	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_76		UBERON:0001384	L6 CT_2	PCL:0012576
http://purl.obolibrary.org/obo/PCL_0011077	L6 CT Grp	L6 CT Grp	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_77	PMID:34616066	ensembl:ENSMUSG00000024517|ensembl:ENSMUSG00000027210|ensembl:ENSMUSG00000036218|ensembl:ENSMUSG00000049148	ensembl:ENSMUSG00000024517	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_77		UBERON:0001384		PCL:0012577
http://purl.obolibrary.org/obo/PCL_0011078	L6 CT Pou3f2	L6 CT Pou3f2	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_78	PMID:34616066	ensembl:ENSMUSG00000038331|ensembl:ENSMUSG00000040420|ensembl:ENSMUSG00000111765	ensembl:ENSMUSG00000095139	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_78		UBERON:0001384		PCL:0012578
http://purl.obolibrary.org/obo/PCL_0011079	L6 CT Kit_1	L6 CT Kit_1	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_79	PMID:34616066	ensembl:ENSMUSG00000025997|ensembl:ENSMUSG00000111765	ensembl:ENSMUSG00000005672	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_79		UBERON:0001384		PCL:0012579
http://purl.obolibrary.org/obo/PCL_0011080	L6 CT Kit_2	L6 CT Kit_2	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_80	PMID:34616066	ensembl:ENSMUSG00000026826|ensembl:ENSMUSG00000034009|ensembl:ENSMUSG00000047907|ensembl:ENSMUSG00000096972	ensembl:ENSMUSG00000005672	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_80		UBERON:0001384		PCL:0012580
http://purl.obolibrary.org/obo/PCL_0011081	L6b Col6a1	L6b Col6a1	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_81	PMID:34616066	ensembl:ENSMUSG00000019997|ensembl:ENSMUSG00000046321|ensembl:ENSMUSG00000052430	ensembl:ENSMUSG00000001119	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_81		UBERON:0001384		PCL:0012581
http://purl.obolibrary.org/obo/PCL_0011082	L6b Shisa6_1	L6b Shisa6_1	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_82	PMID:34616066	ensembl:ENSMUSG00000013766|ensembl:ENSMUSG00000024236|ensembl:ENSMUSG00000039714	ensembl:ENSMUSG00000053930	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_82		UBERON:0001384		PCL:0012582
http://purl.obolibrary.org/obo/PCL_0011083	L6b Shisa6_2	L6b Shisa6_2	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_83	PMID:34616066	ensembl:ENSMUSG00000020000|ensembl:ENSMUSG00000026826	ensembl:ENSMUSG00000053930	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_83		UBERON:0001384		PCL:0012583
http://purl.obolibrary.org/obo/PCL_0011084	L6b Ror1	L6b Ror1	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_84	PMID:34616066	ensembl:ENSMUSG00000019997|ensembl:ENSMUSG00000039714|ensembl:ENSMUSG00000043556	ensembl:ENSMUSG00000035305	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_84		UBERON:0001384		PCL:0012584
http://purl.obolibrary.org/obo/PCL_0011085	L6b Kcnip1	L6b Kcnip1	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_85	PMID:34616066	ensembl:ENSMUSG00000051611|ensembl:ENSMUSG00000053368|ensembl:ENSMUSG00000107384	ensembl:ENSMUSG00000053519	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_85		UBERON:0001384		PCL:0012585
http://purl.obolibrary.org/obo/PCL_0011086	L5/6 NP_1	L5/6 NP_1	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_86	PMID:34616066	ensembl:ENSMUSG00000028031|ensembl:ENSMUSG00000039519|ensembl:ENSMUSG00000045648		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_86		UBERON:0001384		PCL:0012586
http://purl.obolibrary.org/obo/PCL_0011087	L5/6 NP_2	L5/6 NP_2	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_87	PMID:34616066	ensembl:ENSMUSG00000019935|ensembl:ENSMUSG00000035258		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_87		UBERON:0001384		PCL:0012587
http://purl.obolibrary.org/obo/PCL_0011088	L5/6 NP_3	L5/6 NP_3	CL:0000679	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_88	PMID:34616066	ensembl:ENSMUSG00000026344|ensembl:ENSMUSG00000047907		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_88		UBERON:0001384		PCL:0012588
http://purl.obolibrary.org/obo/PCL_0011089	Meis2 (cluster)	Meis2 (cluster)	CL:4023065	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_89	PMID:34616066	ensembl:ENSMUSG00000023800|ensembl:ENSMUSG00000027210		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_89		UBERON:0001384		PCL:0012589
http://purl.obolibrary.org/obo/PCL_0011090	Meis2_Top2a	Meis2_Top2a	CL:4023065	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_90	PMID:34616066	ensembl:ENSMUSG00000035551|ensembl:ENSMUSG00000098087|ensembl:ENSMUSG00000100832	ensembl:ENSMUSG00000020914	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_90		UBERON:0001384		PCL:0012590
http://purl.obolibrary.org/obo/PCL_0011091	OPC Pdgfra	OPC|OPC Pdgfra	CL:0002453	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_91	PMID:34616066	ensembl:ENSMUSG00000029231|ensembl:ENSMUSG00000039954	ensembl:ENSMUSG00000029231	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_91	UBERON:0001384		OPC	PCL:0012591
http://purl.obolibrary.org/obo/PCL_0011092	Astro_Top2a	Astro_Top2a	CL:0000127	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_92	PMID:34616066	ensembl:ENSMUSG00000042489|ensembl:ENSMUSG00000098318	ensembl:ENSMUSG00000020914	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_92	UBERON:0001384			PCL:0012592
http://purl.obolibrary.org/obo/PCL_0011093	Astro Aqp4_Gfap	Astro Aqp4_Gfap	CL:0000127	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_93	PMID:34616066	ensembl:ENSMUSG00000026697	ensembl:ENSMUSG00000020932	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_93	UBERON:0001384			PCL:0012593
http://purl.obolibrary.org/obo/PCL_0011094	Astro Aqp4_Slc7a10	Astro Aqp4_Slc7a10	CL:0000127	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_94	PMID:34616066	ensembl:ENSMUSG00000025537|ensembl:ENSMUSG00000030235	ensembl:ENSMUSG00000030495	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_94	UBERON:0001384			PCL:0012594
http://purl.obolibrary.org/obo/PCL_0011095	Oligo Enpp6_1	Oligo Enpp6_1	CL:0000128	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_95	PMID:34616066	ensembl:ENSMUSG00000013523|ensembl:ENSMUSG00000024985	ensembl:ENSMUSG00000038173	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_95	UBERON:0001384			PCL:0012595
http://purl.obolibrary.org/obo/PCL_0011096	Oligo Enpp6_2	Oligo Enpp6_2	CL:0000128	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_96	PMID:34616066	ensembl:ENSMUSG00000021835|ensembl:ENSMUSG00000115529	ensembl:ENSMUSG00000038173	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_96	UBERON:0001384			PCL:0012596
http://purl.obolibrary.org/obo/PCL_0011097	Oligo Enpp6_3	Oligo Enpp6_3	CL:0000128	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_97	PMID:34616066	ensembl:ENSMUSG00000015202|ensembl:ENSMUSG00000026347|ensembl:ENSMUSG00000026566|ensembl:ENSMUSG00000049690	ensembl:ENSMUSG00000038173	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_97	UBERON:0001384			PCL:0012597
http://purl.obolibrary.org/obo/PCL_0011098	Oligo Enpp6_4	Oligo Enpp6_4	CL:0000128	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_98	PMID:34616066	ensembl:ENSMUSG00000015202|ensembl:ENSMUSG00000115529	ensembl:ENSMUSG00000038173	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_98	UBERON:0001384			PCL:0012598
http://purl.obolibrary.org/obo/PCL_0011099	Oligo Opalin_1	Oligo Opalin_1|Oligo_1	CL:0000128	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_99	PMID:34616066|PMID:34616062	ensembl:ENSMUSG00000036777|ensembl:ENSMUSG00000039316|ensembl:ENSMUSG00000111994	ensembl:ENSMUSG00000050121	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_99	UBERON:0001384		Oligo_1	PCL:0012599
http://purl.obolibrary.org/obo/PCL_0011100	Oligo Opalin_2	Oligo Opalin_2	CL:0000128	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_100	PMID:34616066	ensembl:ENSMUSG00000024810|ensembl:ENSMUSG00000032841	ensembl:ENSMUSG00000050121	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_100	UBERON:0001384			PCL:0012600
http://purl.obolibrary.org/obo/PCL_0011101	Oligo Opalin_3	Oligo Opalin_3	CL:0000128	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_101	PMID:34616066	ensembl:ENSMUSG00000032517|ensembl:ENSMUSG00000041460|ensembl:ENSMUSG00000049690	ensembl:ENSMUSG00000050121	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_101	UBERON:0001384			PCL:0012601
http://purl.obolibrary.org/obo/PCL_0011102	Oligo Opalin_4	Oligo Opalin_4	CL:0000128	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_102	PMID:34616066	ensembl:ENSMUSG00000029086|ensembl:ENSMUSG00000030616|ensembl:ENSMUSG00000032702	ensembl:ENSMUSG00000050121	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_102	UBERON:0001384			PCL:0012602
http://purl.obolibrary.org/obo/PCL_0011103	Endo	Endo|Endothelial	CL:0000115	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_103	PMID:34616066	ensembl:ENSMUSG00000030237|ensembl:ENSMUSG00000039167		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_103	UBERON:0001384		Endothelial	PCL:0012603
http://purl.obolibrary.org/obo/PCL_0011104	VLMC_1	VLMC_1	CL:4023051	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_104	PMID:34616066	ensembl:ENSMUSG00000025780|ensembl:ENSMUSG00000031273|ensembl:ENSMUSG00000112430		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_104				PCL:0012604
http://purl.obolibrary.org/obo/PCL_0011105	VLMC_2	VLMC_2	CL:4023051	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_105	PMID:34616066	ensembl:ENSMUSG00000032796|ensembl:ENSMUSG00000064294		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_105				PCL:0012605
http://purl.obolibrary.org/obo/PCL_0011106	VLMC_3	VLMC_3	CL:4023051	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_106	PMID:34616066	ensembl:ENSMUSG00000043760		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_106				PCL:0012606
http://purl.obolibrary.org/obo/PCL_0011107	VLMC_4	VLMC_4	CL:4023051	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_107	PMID:34616066	ensembl:ENSMUSG00000036814|ensembl:ENSMUSG00000069378		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_107				PCL:0012607
http://purl.obolibrary.org/obo/PCL_0011108	VLMC_5	VLMC_5	CL:4023051	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_108	PMID:34616066	ensembl:ENSMUSG00000010122		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_108				PCL:0012608
http://purl.obolibrary.org/obo/PCL_0011109	VLMC_6	VLMC_6	CL:4023051	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_109	PMID:34616066	ensembl:ENSMUSG00000006014|ensembl:ENSMUSG00000026989|ensembl:ENSMUSG00000040569		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_109				PCL:0012609
http://purl.obolibrary.org/obo/PCL_0011110	VLMC_7	VLMC_7	CL:4023051	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_110	PMID:34616066	ensembl:ENSMUSG00000026989|ensembl:ENSMUSG00000034127		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_110				PCL:0012610
http://purl.obolibrary.org/obo/PCL_0011111	SMC	SMC	CL:0002590	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_111	PMID:34616066	ensembl:ENSMUSG00000035783		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_111	UBERON:0001384		SMC	PCL:0012611
http://purl.obolibrary.org/obo/PCL_0011112	Peri	Peri|Pericyte	CL:2000043	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_112	PMID:34616066	ensembl:ENSMUSG00000030249|ensembl:ENSMUSG00000048939		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_112	UBERON:0001384		Pericyte	PCL:0012612
http://purl.obolibrary.org/obo/PCL_0011113	Micro	Micro|Microglia	CL:0000129	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_113	PMID:34616066	ensembl:ENSMUSG00000021665		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_113	UBERON:0001384		Microglia	PCL:0012613
http://purl.obolibrary.org/obo/PCL_0011114	PVM_1	PVM_1	CL:0000881	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_114	PMID:34616066	ensembl:ENSMUSG00000101389		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_114	UBERON:0001384			PCL:0012614
http://purl.obolibrary.org/obo/PCL_0011115	PVM_2	PVM_2	CL:0000881	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_115	PMID:34616066	ensembl:ENSMUSG00000024610|ensembl:ENSMUSG00000030187		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_115	UBERON:0001384			PCL:0012615
http://purl.obolibrary.org/obo/PCL_0011116	PVM_3	PVM_3	CL:0000881	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_116	PMID:34616066	ensembl:ENSMUSG00000031494		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_116	UBERON:0001384			PCL:0012616
http://purl.obolibrary.org/obo/PCL_0011124	CGE/PoA	CGE/PoA	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_124	PMID:34616066	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000052551		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_124		UBERON:0001384	CGE/PoA	PCL:0012624
http://purl.obolibrary.org/obo/PCL_0011125	Lamp5-like	Lamp5|Lamp5-like	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_125	PMID:34616066	ensembl:ENSMUSG00000029819|ensembl:ENSMUSG00000075270		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_125		UBERON:0001384	Lamp5	PCL:0012625
http://purl.obolibrary.org/obo/PCL_0011128	Lamp5-like_C5	Lamp5-like_C5|Lamp5_5	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_128	PMID:34616066|PMID:34616062	ensembl:ENSMUSG00000021508|ensembl:ENSMUSG00000049001	ensembl:ENSMUSG00000027270	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_128		UBERON:0001384		PCL:0012628
http://purl.obolibrary.org/obo/PCL_0011133	Sncg-like	Sncg|Sncg-like	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_133	PMID:34616066	ensembl:ENSMUSG00000044288|ensembl:ENSMUSG00000058897		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_133		UBERON:0001384	Sncg	PCL:0012633
http://purl.obolibrary.org/obo/PCL_0011134	Sncg-like_C2	Sncg-like_C2|Sncg_2	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_134	PMID:34616066|PMID:34616062	ensembl:ENSMUSG00000048967|ensembl:ENSMUSG00000059049	ensembl:ENSMUSG00000023064	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_134		UBERON:0001384	Sncg_2	PCL:0012634
http://purl.obolibrary.org/obo/PCL_0011138	Vip-like	Vip|Vip-like	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_138	PMID:34616066	ensembl:ENSMUSG00000019772		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_138		UBERON:0001384	Vip	PCL:0012638
http://purl.obolibrary.org/obo/PCL_0011139	L5/6 CCK cell	L5/6 CCK cell	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_139	PMID:34616066|PMID:33184512	ensembl:ENSMUSG00000022371|ensembl:ENSMUSG00000022425|ensembl:ENSMUSG00000038718	ensembl:ENSMUSG00000032532	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_139		UBERON:0001384		PCL:0012639
http://purl.obolibrary.org/obo/PCL_0011143	L5 VIP cell	L5 VIP cell	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_143	PMID:34616066|PMID:33184512	ensembl:ENSMUSG00000000805|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000049796	ensembl:ENSMUSG00000019772	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_143		UBERON:0001384		PCL:0012643
http://purl.obolibrary.org/obo/PCL_0011145	L2/3 Bipolar VIP cell	L2/3 Bipolar VIP cell	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_145	PMID:34616066|PMID:33184512	ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000030170		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_145		UBERON:0001384		PCL:0012645
http://purl.obolibrary.org/obo/PCL_0011149	Vip-like_C4	Uncharacterized VIP cell|Vip-like_C4|Vip_4	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_149	PMID:34616066|PMID:34616062|PMID:33184512	ensembl:ENSMUSG00000042581|ensembl:ENSMUSG00000110468		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_149		UBERON:0001384	Vip_4	PCL:0012649
http://purl.obolibrary.org/obo/PCL_0011150	MGE	MGE	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_150	PMID:34616066	ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000094083		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_150		UBERON:0001384	MGE	PCL:0012650
http://purl.obolibrary.org/obo/PCL_0011156	Sst-like_C1	Sst-like_C1|Sst_1	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_156	PMID:34616066|PMID:34616062	ensembl:ENSMUSG00000027400|ensembl:ENSMUSG00000062151	ensembl:ENSMUSG00000004366	MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_156		UBERON:0001384	Sst_1	PCL:0012656
http://purl.obolibrary.org/obo/PCL_0011161	L5 non-Martinotti cell	L5 non-Martinotti cell	CL:0011005	NCBITaxon:10090	Mmus	UBERON:0001384	CS202002013_161	PMID:34616066|PMID:33184512	ensembl:ENSMUSG00000024990|ensembl:ENSMUSG00000031997|ensembl:ENSMUSG00000068220		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202002013_161		UBERON:0001384		PCL:0012661
