defined_class	prefLabel	Synonyms_from_taxonomy	Comment	Gross_cell_type	Taxon	Brain_region	Alias_citations	Minimal_markers	Allen_markers	Individual	part_of	has_soma_location	Brain_region_abbv	Species_abbv
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_50	Inh L1-2 SST CCNJL	Inh L1-2 SST CCNJL|RNAseq 050	cell_set_preferred_alias:Inh L1-2 SST CCNJL ; original_label:Inh L1-2 SST CCNJL ; cell_set_label:RNAseq 050 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000104327|ensembl:ENSG00000153820|ensembl:ENSG00000181234	ensembl:ENSG00000157005	AllenDend:CS201912131_50		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_51	Inh L1-3 SST FAM20A	Inh L1-3 SST FAM20A|RNAseq 051	cell_set_preferred_alias:Inh L1-3 SST FAM20A ; original_label:Inh L1-3 SST FAM20A ; cell_set_label:RNAseq 051 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000006128|ensembl:ENSG00000099139	ensembl:ENSG00000157005	AllenDend:CS201912131_51		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_52	Inh L1-2 SST PRRT4	Inh L1-2 SST PRRT4|RNAseq 052	cell_set_preferred_alias:Inh L1-2 SST PRRT4 ; original_label:Inh L1-2 SST PRRT4 ; cell_set_label:RNAseq 052 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972		ensembl:ENSG00000157005	AllenDend:CS201912131_52		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_53	Inh L5-6 SST BEAN1	Inh L5-6 SST BEAN1|RNAseq 053	cell_set_preferred_alias:Inh L5-6 SST BEAN1 ; original_label:Inh L5-6 SST BEAN1 ; cell_set_label:RNAseq 053 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000072657|ensembl:ENSG00000112902|ensembl:ENSG00000144229|ensembl:ENSG00000178031	ensembl:ENSG00000157005	AllenDend:CS201912131_53		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_54	Inh L5-6 SST DNAJC14	Inh L5-6 SST DNAJC14|RNAseq 054	cell_set_preferred_alias:Inh L5-6 SST DNAJC14 ; original_label:Inh L5-6 SST DNAJC14 ; cell_set_label:RNAseq 054 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000019991|ensembl:ENSG00000140022|ensembl:ENSG00000213949	ensembl:ENSG00000157005	AllenDend:CS201912131_54		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_55	Inh L5-6 SST C4orf26	Inh L5-6 SST C4orf26|RNAseq 055	cell_set_preferred_alias:Inh L5-6 SST C4orf26 ; original_label:Inh L5-6 SST C4orf26 ; cell_set_label:RNAseq 055 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000173157|ensembl:ENSG00000181195|ensembl:ENSG00000262655	ensembl:ENSG00000157005	AllenDend:CS201912131_55		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_56	Inh L5-6 SST FBN2	Inh L5-6 SST FBN2|RNAseq 056	cell_set_preferred_alias:Inh L5-6 SST FBN2 ; original_label:Inh L5-6 SST FBN2 ; cell_set_label:RNAseq 056 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000137252|ensembl:ENSG00000150361	ensembl:ENSG00000157005	AllenDend:CS201912131_56		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_57	Inh L5-6 SST KLHL1	Inh L5-6 SST KLHL1|RNAseq 057	cell_set_preferred_alias:Inh L5-6 SST KLHL1 ; original_label:Inh L5-6 SST KLHL1 ; cell_set_label:RNAseq 057 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000138653|ensembl:ENSG00000179520|ensembl:ENSG00000197705	ensembl:ENSG00000150361|ensembl:ENSG00000157005	AllenDend:CS201912131_57		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_58	Inh L6 SST TH	Inh L6 SST TH|RNAseq 058	cell_set_preferred_alias:Inh L6 SST TH ; original_label:Inh L6 SST TH ; cell_set_label:RNAseq 058 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000180176	ensembl:ENSG00000157005|ensembl:ENSG00000180176	AllenDend:CS201912131_58		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_59	Inh L5-6 PVALB KCNIP2	Inh L5-6 PVALB KCNIP2|RNAseq 059	cell_set_preferred_alias:Inh L5-6 PVALB KCNIP2 ; original_label:Inh L5-6 PVALB KCNIP2 ; cell_set_label:RNAseq 059 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000056291|ensembl:ENSG00000134215|ensembl:ENSG00000179399		AllenDend:CS201912131_59		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_60	Inh L5-6 PVALB ZFPM2-AS1	Inh L5-6 PVALB ZFPM2-AS1|RNAseq 060	cell_set_preferred_alias:Inh L5-6 PVALB ZFPM2-AS1 ; original_label:Inh L5-6 PVALB ZFPM2-AS1 ; cell_set_label:RNAseq 060 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000137872|ensembl:ENSG00000150275		AllenDend:CS201912131_60		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_61	Inh L3-5 PVALB ISG20	Inh L3-5 PVALB ISG20|RNAseq 061	cell_set_preferred_alias:Inh L3-5 PVALB ISG20 ; original_label:Inh L3-5 PVALB ISG20 ; cell_set_label:RNAseq 061 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000122012		AllenDend:CS201912131_61		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_62	Inh L5 PVALB LRIG3	Inh L5 PVALB LRIG3|RNAseq 062	cell_set_preferred_alias:Inh L5 PVALB LRIG3 ; original_label:Inh L5 PVALB LRIG3 ; cell_set_label:RNAseq 062 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000113361|ensembl:ENSG00000138193|ensembl:ENSG00000179399		AllenDend:CS201912131_62		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_63	Inh L2-5 PVALB HHIPL1	Inh L2-5 PVALB HHIPL1|RNAseq 063	cell_set_preferred_alias:Inh L2-5 PVALB HHIPL1 ; original_label:Inh L2-5 PVALB HHIPL1 ; cell_set_label:RNAseq 063 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000135272|ensembl:ENSG00000140470|ensembl:ENSG00000173157		AllenDend:CS201912131_63		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_64	Inh L2-5 PVALB RPH3AL	Inh L2-5 PVALB RPH3AL|RNAseq 064	cell_set_preferred_alias:Inh L2-5 PVALB RPH3AL ; original_label:Inh L2-5 PVALB RPH3AL ; cell_set_label:RNAseq 064 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000133110|ensembl:ENSG00000156076|ensembl:ENSG00000165895|ensembl:ENSG00000167306		AllenDend:CS201912131_64		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_65	Inh L3 PVALB SAMD13	Inh L3 PVALB SAMD13|RNAseq 065	cell_set_preferred_alias:Inh L3 PVALB SAMD13 ; original_label:Inh L3 PVALB SAMD13 ; cell_set_label:RNAseq 065 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000137573		AllenDend:CS201912131_65		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_66	Inh L1-2 PVALB CDK20	Inh L1-2 PVALB CDK20|RNAseq 066	cell_set_preferred_alias:Inh L1-2 PVALB CDK20 ; original_label:Inh L1-2 PVALB CDK20 ; cell_set_label:RNAseq 066 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000110975|ensembl:ENSG00000151388|ensembl:ENSG00000181234		AllenDend:CS201912131_66		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_67	Inh L2 PVALB FRZB	Inh L2 PVALB FRZB|RNAseq 067	cell_set_preferred_alias:Inh L2 PVALB FRZB ; original_label:Inh L2 PVALB FRZB ; cell_set_label:RNAseq 067 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000054803|ensembl:ENSG00000143248|ensembl:ENSG00000181804		AllenDend:CS201912131_67		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_68	Inh L1-2 SST CLIC6	Inh L1-2 SST CLIC6|RNAseq 068	cell_set_preferred_alias:Inh L1-2 SST CLIC6 ; original_label:Inh L1-2 SST CLIC6 ; cell_set_label:RNAseq 068 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000006128|ensembl:ENSG00000069869|ensembl:ENSG00000165895	ensembl:ENSG00000157005	AllenDend:CS201912131_68		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_69	Inh L5-6 PVALB GAPDHP60	Inh L5-6 PVALB GAPDHP60|RNAseq 069	cell_set_preferred_alias:Inh L5-6 PVALB GAPDHP60 ; original_label:Inh L5-6 PVALB GAPDHP60 ; cell_set_label:RNAseq 069 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000075223|ensembl:ENSG00000179399|ensembl:ENSG00000196091		AllenDend:CS201912131_69		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_70	Inh L5-6 PVALB FAM150B	Inh L5-6 PVALB FAM150B|RNAseq 070	cell_set_preferred_alias:Inh L5-6 PVALB FAM150B ; original_label:Inh L5-6 PVALB FAM150B ; cell_set_label:RNAseq 070 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000041982|ensembl:ENSG00000189292|ensembl:ENSG00000196091	ensembl:ENSG00000189292	AllenDend:CS201912131_70		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_71	Inh L5-6 PVALB MEPE	Inh L5-6 PVALB MEPE|RNAseq 071	cell_set_preferred_alias:Inh L5-6 PVALB MEPE ; original_label:Inh L5-6 PVALB MEPE ; cell_set_label:RNAseq 071 ; cell_set_aligned_alias:''	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000152595|ensembl:ENSG00000196091|ensembl:ENSG00000197321	ensembl:ENSG00000152595	AllenDend:CS201912131_71		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_72	Inh L1-6 PVALB COL15A1	Chandelier|Inh L1-6 PVALB COL15A1|RNAseq 072	cell_set_preferred_alias:Inh L1-6 PVALB COL15A1 ; original_label:Inh L1-6 PVALB COL15A1 ; cell_set_label:RNAseq 072 ; cell_set_aligned_alias:Chandelier	CL:0011005	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000168743|ensembl:ENSG00000204291	ensembl:ENSG00000204291	AllenDend:CS201912131_72		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_73	Exc L2 LAMP5 KCNG3	Exc L2 LAMP5 KCNG3|RNAseq 073	cell_set_preferred_alias:Exc L2 LAMP5 KCNG3 ; original_label:Exc L2 LAMP5 KCNG3 ; cell_set_label:RNAseq 073 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000143340|ensembl:ENSG00000164483		AllenDend:CS201912131_73		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_74	Exc L2 LINC00507 ATP7B	Exc L2 LINC00507 ATP7B|RNAseq 074	cell_set_preferred_alias:Exc L2 LINC00507 ATP7B ; original_label:Exc L2 LINC00507 ATP7B ; cell_set_label:RNAseq 074 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000123612		AllenDend:CS201912131_74		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_75	Exc L2 LINC00507 GLRA3	Exc L2 LINC00507 GLRA3|RNAseq 075	cell_set_preferred_alias:Exc L2 LINC00507 GLRA3 ; original_label:Exc L2 LINC00507 GLRA3 ; cell_set_label:RNAseq 075 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000135919|ensembl:ENSG00000236922		AllenDend:CS201912131_75		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_76	Exc L2-3 RORB RTKN2	Exc L2-3 RORB RTKN2|RNAseq 076	cell_set_preferred_alias:Exc L2-3 RORB RTKN2 ; original_label:Exc L2-3 RORB RTKN2 ; cell_set_label:RNAseq 076 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000114805|ensembl:ENSG00000255794	ensembl:ENSG00000198963	AllenDend:CS201912131_76		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_77	Exc L2-3 LINC00507 DSG3	Exc L2-3 LINC00507 DSG3|RNAseq 077	cell_set_preferred_alias:Exc L2-3 LINC00507 DSG3 ; original_label:Exc L2-3 LINC00507 DSG3 ; cell_set_label:RNAseq 077 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000138696|ensembl:ENSG00000176697		AllenDend:CS201912131_77		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_78	Exc L3 LAMP5 CARM1P1	Exc L3 LAMP5 CARM1P1|RNAseq 078	cell_set_preferred_alias:Exc L3 LAMP5 CARM1P1 ; original_label:Exc L3 LAMP5 CARM1P1 ; cell_set_label:RNAseq 078 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000122012|ensembl:ENSG00000129595|ensembl:ENSG00000143858		AllenDend:CS201912131_78		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_80	Exc L2-3 RORB CCDC68	Exc L2-3 RORB CCDC68|RNAseq 079	cell_set_preferred_alias:Exc L2-3 RORB CCDC68 ; original_label:Exc L2-3 RORB CCDC68 ; cell_set_label:RNAseq 079 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000082438|ensembl:ENSG00000164099|ensembl:ENSG00000204262	ensembl:ENSG00000198963	AllenDend:CS201912131_80		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_81	Exc L2-3 RORB PTPN3	Exc L2-3 RORB PTPN3|RNAseq 080	cell_set_preferred_alias:Exc L2-3 RORB PTPN3 ; original_label:Exc L2-3 RORB PTPN3 ; cell_set_label:RNAseq 080 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000198963|ensembl:ENSG00000204262	ensembl:ENSG00000198963	AllenDend:CS201912131_81		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_82	Exc L3 THEMIS ENPEP	Exc L3 THEMIS ENPEP|RNAseq 081	cell_set_preferred_alias:Exc L3 THEMIS ENPEP ; original_label:Exc L3 THEMIS ENPEP ; cell_set_label:RNAseq 081 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000078098|ensembl:ENSG00000196569	ensembl:ENSG00000172673	AllenDend:CS201912131_82		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_83	Exc L3-5 RORB TNNT2	Exc L3-5 RORB TNNT2|RNAseq 082	cell_set_preferred_alias:Exc L3-5 RORB TNNT2 ; original_label:Exc L3-5 RORB TNNT2 ; cell_set_label:RNAseq 082 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000170820	ensembl:ENSG00000198963	AllenDend:CS201912131_83		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_84	Exc L3-5 RORB LAMA4	Exc L3-5 RORB LAMA4|RNAseq 083	cell_set_preferred_alias:Exc L3-5 RORB LAMA4 ; original_label:Exc L3-5 RORB LAMA4 ; cell_set_label:RNAseq 083 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000138741|ensembl:ENSG00000183960	ensembl:ENSG00000198963	AllenDend:CS201912131_84		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_85	Exc L5 THEMIS VILL	Exc L5 THEMIS VILL|RNAseq 084	cell_set_preferred_alias:Exc L5 THEMIS VILL ; original_label:Exc L5 THEMIS VILL ; cell_set_label:RNAseq 084 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000041982|ensembl:ENSG00000276644	ensembl:ENSG00000172673	AllenDend:CS201912131_85		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_86	Exc L3 RORB OTOGL	Exc L3 RORB OTOGL|RNAseq 085	cell_set_preferred_alias:Exc L3 RORB OTOGL ; original_label:Exc L3 RORB OTOGL ; cell_set_label:RNAseq 085 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000169436|ensembl:ENSG00000255794	ensembl:ENSG00000198963	AllenDend:CS201912131_86		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_87	Exc L3-5 RORB LINC01202	Exc L3-5 RORB LINC01202|RNAseq 086	cell_set_preferred_alias:Exc L3-5 RORB LINC01202 ; original_label:Exc L3-5 RORB LINC01202 ; cell_set_label:RNAseq 086 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972		ensembl:ENSG00000198963	AllenDend:CS201912131_87		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_88	Exc L5 THEMIS SLC22A18	Exc L5 THEMIS SLC22A18|RNAseq 087	cell_set_preferred_alias:Exc L5 THEMIS SLC22A18 ; original_label:Exc L5 THEMIS SLC22A18 ; cell_set_label:RNAseq 087 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000151012|ensembl:ENSG00000165810|ensembl:ENSG00000183287	ensembl:ENSG00000172673	AllenDend:CS201912131_88		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_89	Exc L5-6 THEMIS TNFAIP6	Exc L5-6 THEMIS TNFAIP6|RNAseq 088	cell_set_preferred_alias:Exc L5-6 THEMIS TNFAIP6 ; original_label:Exc L5-6 THEMIS TNFAIP6 ; cell_set_label:RNAseq 088 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000049323|ensembl:ENSG00000182463	ensembl:ENSG00000172673	AllenDend:CS201912131_89		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_90	Exc L3-5 RORB LNX2	Exc L3-5 RORB LNX2|RNAseq 089	cell_set_preferred_alias:Exc L3-5 RORB LNX2 ; original_label:Exc L3-5 RORB LNX2 ; cell_set_label:RNAseq 089 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000186854	ensembl:ENSG00000198963	AllenDend:CS201912131_90		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_91	Exc L3-5 RORB RPRM	Exc L3-5 RORB RPRM|RNAseq 090	cell_set_preferred_alias:Exc L3-5 RORB RPRM ; original_label:Exc L3-5 RORB RPRM ; cell_set_label:RNAseq 090 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000177519	ensembl:ENSG00000177519|ensembl:ENSG00000198963	AllenDend:CS201912131_91		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_92	Exc L5 RORB MED8	Exc L5 RORB MED8|RNAseq 091	cell_set_preferred_alias:Exc L5 RORB MED8 ; original_label:Exc L5 RORB MED8 ; cell_set_label:RNAseq 091 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000056291|ensembl:ENSG00000169436	ensembl:ENSG00000198963	AllenDend:CS201912131_92		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_93	Exc L5 THEMIS FGF10	Exc L5 THEMIS FGF10|RNAseq 092	cell_set_preferred_alias:Exc L5 THEMIS FGF10 ; original_label:Exc L5 THEMIS FGF10 ; cell_set_label:RNAseq 092 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000056291|ensembl:ENSG00000147571|ensembl:ENSG00000176697	ensembl:ENSG00000172673	AllenDend:CS201912131_93		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_94	Exc L6 THEMIS LINC00343	Exc L6 THEMIS LINC00343|RNAseq 093	cell_set_preferred_alias:Exc L6 THEMIS LINC00343 ; original_label:Exc L6 THEMIS LINC00343 ; cell_set_label:RNAseq 093 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000180777|ensembl:ENSG00000226620|ensembl:ENSG00000236790	ensembl:ENSG00000172673|ensembl:ENSG00000226620	AllenDend:CS201912131_94		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_95	Exc L6 THEMIS SLN	Exc L6 THEMIS SLN|RNAseq 094	cell_set_preferred_alias:Exc L6 THEMIS SLN ; original_label:Exc L6 THEMIS SLN ; cell_set_label:RNAseq 094 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000143340	ensembl:ENSG00000172673	AllenDend:CS201912131_95		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_96	Exc L6 THEMIS SNTG2	Exc L6 THEMIS SNTG2|RNAseq 095	cell_set_preferred_alias:Exc L6 THEMIS SNTG2 ; original_label:Exc L6 THEMIS SNTG2 ; cell_set_label:RNAseq 095 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972		ensembl:ENSG00000172673	AllenDend:CS201912131_96		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_97	Exc L5-6 THEMIS SMYD1	Exc L5-6 THEMIS SMYD1|L6 IT Car3|RNAseq 096	cell_set_preferred_alias:Exc L5-6 THEMIS SMYD1 ; original_label:Exc L5-6 THEMIS SMYD1 ; cell_set_label:RNAseq 096 ; cell_set_aligned_alias:L6 IT Car3	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000072315|ensembl:ENSG00000206190	ensembl:ENSG00000172673	AllenDend:CS201912131_97		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_98	Exc L5-6 FEZF2 OR1L8	Exc L5-6 FEZF2 OR1L8|RNAseq 097	cell_set_preferred_alias:Exc L5-6 FEZF2 OR1L8 ; original_label:Exc L5-6 FEZF2 OR1L8 ; cell_set_label:RNAseq 097 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000133067		AllenDend:CS201912131_98		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_99	Exc L5 THEMIS LINC01116	Exc L5 THEMIS LINC01116|RNAseq 098	cell_set_preferred_alias:Exc L5 THEMIS LINC01116 ; original_label:Exc L5 THEMIS LINC01116 ; cell_set_label:RNAseq 098 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972		ensembl:ENSG00000172673	AllenDend:CS201912131_99		UBERON:0001384		
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201912131_100	Exc L5 THEMIS RGPD6	Exc L5 THEMIS RGPD6|RNAseq 099	cell_set_preferred_alias:Exc L5 THEMIS RGPD6 ; original_label:Exc L5 THEMIS RGPD6 ; cell_set_label:RNAseq 099 ; cell_set_aligned_alias:''	CL:0000679	NCBITaxon:9606	UBERON:0001384	DOI:10.1101/2020.03.31.016972	ensembl:ENSG00000162733|ensembl:ENSG00000172673	ensembl:ENSG00000172673	AllenDend:CS201912131_100		UBERON:0001384		
